borough,neighborhood,building_class_category,tax_class_present,block,lot,easement,building_class_present,address,apartment_number,zip_code,residential_units,commmercial_units,total_units,land_sq_feet,gross_sq_feet,year_built,tax_class_time_sale,build_class_time_sale,sale_price,sale_date,serialid
5,MARINERS HARBOR,04  TAX CLASS 1 CONDOS,1C,1186,1001,,R6,23 VAN NAME AVENUE,A,10303,1,0,1,0,0,2010,1,R6,273780,11/23/2011,214817
5,MARINERS HARBOR,04  TAX CLASS 1 CONDOS,1C,1186,1002,,R6,23 VAN NAME AVENUE,B,10303,1,0,1,0,0,2010,1,R6,0,11/23/2011,214818
5,MARINERS HARBOR,04  TAX CLASS 1 CONDOS,1C,1200,1002,,R6,176 NETHERLAND AVENUE,B,10303,1,0,1,0,0,2009,1,R6,280000,2/8/2011,214819
5,MARINERS HARBOR,04  TAX CLASS 1 CONDOS,1A,1223,1010,,R3,349 UNION AVENUE,26,10303,1,0,1,0,0,2004,1,R3,189000,11/1/2011,214820
5,MARINERS HARBOR,04  TAX CLASS 1 CONDOS,1A,1223,1013,,R3,343 UNION AVENUE,29,10303,1,0,1,0,0,2004,1,R3,0,8/30/2011,214821
5,MARINERS HARBOR,04  TAX CLASS 1 CONDOS,1A,1223,1013,,R3,343 UNION AVENUE,29,10303,1,0,1,0,0,2004,1,R3,203307,8/30/2011,214822
5,MARINERS HARBOR,04  TAX CLASS 1 CONDOS,1A,1234,1002,,R3,340 UNION AVENUE,4B,10303,1,0,1,0,0,0,1,R3,268710,8/18/2011,214823
5,MARINERS HARBOR,04  TAX CLASS 1 CONDOS,1A,1234,1005,,R3,344 UNION AVENUE,2A,10303,1,0,1,0,0,0,1,R3,0,1/18/2011,214824
5,MARINERS HARBOR,05  TAX CLASS 1 VACANT LAND,1B,1149,47,,V0,RICHMOND TERRACE,,10303,0,0,0,3404,0,0,1,V0,0,12/19/2011,214825
5,MARINERS HARBOR,05  TAX CLASS 1 VACANT LAND,1B,1166,48,,V0,MORNINGSTAR ROAD,,10303,0,0,0,2000,0,0,1,V0,0,2/24/2011,214826
5,MARINERS HARBOR,05  TAX CLASS 1 VACANT LAND,1,1186,52,,A1,2756 RICHMOND TERRACE,,10303,1,0,1,2537,1788,2011,1,V0,359970,7/7/2011,214827
5,MARINERS HARBOR,05  TAX CLASS 1 VACANT LAND,1B,1186,67,,V0,2736 RICHMOND TERRACE,,10303,0,0,0,2667,0,0,1,V0,0,12/15/2011,214828
5,MARINERS HARBOR,05  TAX CLASS 1 VACANT LAND,1B,1194,19,,V0,VAN NAME AVENUE,,10303,0,0,0,5505,0,0,1,V0,0,4/28/2011,214829
5,MARINERS HARBOR,05  TAX CLASS 1 VACANT LAND,1B,1196,19,,V0,VAN PELT AVENUE,,10303,0,0,0,3906,0,0,1,V0,0,6/24/2011,214830
5,MARINERS HARBOR,05  TAX CLASS 1 VACANT LAND,1B,1213,25,,V0,UNION AVENUE,,10303,0,0,0,3360,0,0,1,V0,0,5/16/2011,214831
5,MARINERS HARBOR,05  TAX CLASS 1 VACANT LAND,1B,1227,32,,V0,49 HARBOR ROAD,,10303,0,0,0,11704,0,0,1,V0,300000,9/22/2011,214832
5,MARINERS HARBOR,21  OFFICE BUILDINGS,4,1222,1,,O7,2015 FOREST AVENUE,,10303,0,5,5,9400,11100,1986,4,O7,0,5/12/2011,214833
5,MARINERS HARBOR,21  OFFICE BUILDINGS,4,1222,1,,O7,2015 FOREST AVENUE,,10303,0,5,5,9400,11100,1986,4,O7,203000,5/12/2011,214834
5,MARINERS HARBOR,22  STORE BUILDINGS,4,1186,124,,K4,126 SIMONSON AVENUE,,10303,2,1,3,7638,4932,1910,4,K4,330000,6/15/2011,214835
5,MARINERS HARBOR,27  FACTORIES,4,1150,55,,F9,28 WINANT STREET,,10303,0,2,2,6242,5200,1931,4,F9,233220,2/22/2011,214836
5,MARINERS HARBOR,28  COMMERCIAL CONDOS,4,1234,1017,,R5,340 UNION AVENUE,PS9,10303,0,1,1,0,0,0,4,R5,0,8/18/2011,214837
5,MARINERS HARBOR,29  COMMERCIAL GARAGES,4,1150,21,,G2,9 GRANITE AVENUE,,10303,0,1,1,7500,3100,1989,4,G2,525000,11/23/2011,214838
5,MARINERS HARBOR,29  COMMERCIAL GARAGES,4,1152,79,,G2,132 MORNINGSTAR ROAD,,10303,0,1,1,3200,2500,1990,4,G2,225000,3/17/2011,214839
5,MARINERS HARBOR,30  WAREHOUSES,4,1150,1,,E3,55 LA SALLE STREET,,10303,0,1,1,40000,20000,1955,4,E3,75000,4/15/2011,214840
5,MARINERS HARBOR,30  WAREHOUSES,4,1211,105,,E9,2844 RICHMOND TERRACE,,10303,0,1,1,3500,1600,1989,4,E9,210000,3/30/2011,214841
5,MARINERS HARBOR,30  WAREHOUSES,4,1256,88,,E9,92 DAVIDSON STREET,,10303,0,1,1,1560,1999,2010,4,E9,0,12/19/2011,214842
5,MARINERS HARBOR,30  WAREHOUSES,4,1256,88,,E9,92 DAVIDSON STREET,,10303,0,1,1,1560,1999,2010,4,E9,254562,8/17/2011,214843
5,MARINERS HARBOR,31  COMMERCIAL VACANT LAND,4,1211,84,,V1,RICHMOND TERRACE,,10303,0,0,0,9675,0,0,4,V1,104000,6/13/2011,214844
5,MARINERS HARBOR,31  COMMERCIAL VACANT LAND,4,1226,77,,V1,15 LEYDEN AVENUE,,10303,0,0,0,2475,0,0,4,V1,0,4/26/2011,214845
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3475,32,,A5,602 SEAVIEW AVENUE,,10305,1,0,1,2000,1548,1989,1,A5,300000,9/28/2011,214846
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3478,38,,A5,563 QUINCY AVENUE,,10305,1,0,1,1040,1040,1991,1,A5,198000,1/25/2011,214847
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3481,45,,A2,725 LIBERTY AVENUE,,10305,1,0,1,2000,1024,1915,1,A2,39233,4/20/2011,214848
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3481,46,,A6,723 LIBERTY AVENUE,,10305,1,0,1,2000,1024,1915,1,A6,92000,1/3/2011,214849
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3650,45,,A5,319 BUEL AVENUE,,10305,1,0,1,2921,2160,1992,1,A5,447000,5/18/2011,214850
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3652,140,,A9,505 LACONIA AVENUE,,10305,1,0,1,1344,1432,1987,1,A9,0,2/24/2011,214851
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3655,33,,A9,364 DONGAN HILLS AVENUE,,10305,1,0,1,2755,864,1965,1,A9,326000,5/16/2011,214852
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3656,57,,A5,39 SLATER BOULEVARD,,10305,1,0,1,2688,1920,1970,1,A5,0,3/12/2011,214853
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3657,36,,A1,56 SLATER BOULEVARD,,10305,1,0,1,2800,1200,1975,1,A1,395000,11/7/2011,214854
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3657,37,,A5,60 SLATER BOULEVARD,,10305,1,0,1,2927,1200,1975,1,A5,365000,7/15/2011,214855
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3657,74,,A5,273 SEAVER AVENUE,,10305,1,0,1,2576,1200,1965,1,A5,0,4/7/2011,214856
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3668,121,,A5,85 BOUNDARY AVENUE,,10306,1,0,1,2110,1700,2001,1,A5,0,7/23/2011,214857
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3668,121,,A5,85 BOUNDARY AVENUE,,10306,1,0,1,2110,1700,2001,1,A5,400000,2/7/2011,214858
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3672,21,,A5,283 HUNTER AVENUE,,10306,1,0,1,2227,1200,1989,1,A5,0,6/14/2011,214859
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3681,5,,A5,389 STOBE AVENUE,,10306,1,0,1,2300,1600,1975,1,A5,373500,10/22/2011,214860
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3681,12,,A5,377 STOBE AVENUE,9,10306,1,0,1,2300,1600,1970,1,A5,3650000,11/7/2011,214861
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3681,31,,A9,636 LACONIA AVENUE,11,10306,1,0,1,2500,1536,1975,1,A9,330000,8/12/2011,214862
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3684,23,,A9,720 LACONIA AVENUE,47,10306,1,0,1,2886,2495,1975,1,A9,450000,2/3/2011,214863
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3684,35,,A9,368 ADAMS AVENUE,47,10306,1,0,1,2856,1835,1980,1,A9,0,10/4/2011,214864
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3686,65,,A5,15 BEACHVIEW AVENUE,51,10306,1,0,1,2370,1860,2003,1,A5,0,5/2/2011,214865
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3689,40,,A6,781 LACONIA AVENUE,66,10306,1,0,1,1700,532,1945,1,A6,0,1/14/2011,214866
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3689,72,,A5,315 BEDFORD AVENUE,92,10306,1,0,1,2400,896,1970,1,A5,300000,7/27/2011,214867
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3691,60,,S1,15 STACEY LANE,,10306,1,1,2,2236,2900,1997,1,S1,0,6/14/2011,214868
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3698,5,,A2,357 GREELEY AVENUE,137,10306,1,0,1,6020,780,1925,1,A2,375000,6/21/2011,214869
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3698,22,,A5,248 BOUNDARY AVENUE,137,10306,1,0,1,2500,1120,1960,1,A5,251000,12/5/2011,214870
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3698,22,,A5,248 BOUNDARY AVENUE,142,10306,1,0,1,2500,1120,1960,1,A5,412274,8/9/2011,214871
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3701,22,,A9,22 MAPLEWOOD PLACE,153,10306,1,0,1,2300,1344,1965,1,A9,0,5/13/2011,214872
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3702,28,,A2,296 BOUNDARY AVENUE,165,10306,1,0,1,3800,1088,1950,1,A2,270000,1/17/2011,214873
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3702,59,,A5,321 SANILAC STREET,166,10306,1,0,1,2400,1064,1963,1,A5,0,12/7/2011,214874
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3703,40,,A5,289 RUDYARD STREET,173,10306,1,0,1,2160,1785,2011,1,A5,395460,10/1/2011,214875
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3703,41,,A5,291 RUDYARD STREET,175,10306,1,0,1,2160,1785,2011,1,A5,395460,10/10/2011,214876
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3703,54,,A5,317 RUDYARD STREET,,10306,1,0,1,2000,1500,1960,1,A5,0,5/10/2011,214877
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3704,81,,A2,378 MASON AVENUE,,10305,1,0,1,4000,1120,1965,1,A2,0,11/18/2011,214878
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3707,37,,A5,530 LIBERTY AVENUE,,10305,1,0,1,1751,1825,1986,1,A5,351500,1/27/2011,214879
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3707,65,,A5,527 BUEL AVENUE,,10305,1,0,1,1942,1350,1985,1,A5,0,4/20/2011,214880
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3709,49,,A9,523 NAUGHTON AVENUE,,10305,1,0,1,2500,1152,1980,1,A9,280000,5/3/2011,214881
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3710,30,,A2,454 NAUGHTON AVENUE,,10305,1,0,1,4480,2288,1965,1,A2,0,10/3/2011,214882
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3712,62,,A9,229 SLATER BOULEVARD,,10305,1,0,1,2725,2112,1975,1,A9,0,3/4/2011,214883
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3712,64,,A9,225 SLATER BOULEVARD,,10305,1,0,1,2738,2112,1975,1,A9,355000,4/1/2011,214884
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3718,53,,A9,457 ADAMS AVENUE,,10306,1,0,1,3294,1760,1975,1,A9,480000,1/25/2011,214885
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3722,58,,A9,410 ADAMS AVENUE,,10306,1,0,1,2442,1656,1975,1,A9,345000,8/24/2011,214886
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3727,8,,A2,425 HAMDEN AVENUE,,10306,1,0,1,1500,392,1925,1,A2,191000,2/9/2011,214887
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3728,31,,A6,420 HAMDEN AVENUE,,10306,1,0,1,1040,395,1931,1,A6,0,12/9/2011,214888
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3728,35,,A5,1145 MASON AVENUE,,10306,1,0,1,2260,2140,2009,1,A5,418782,4/29/2011,214889
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3728,36,,A5,1147 MASON AVENUE,,10306,1,0,1,2260,2140,2009,1,A5,418782,4/13/2011,214890
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3728,39,,A5,459 BEDFORD AVENUE,,10306,1,0,1,2160,1900,2003,1,A5,415000,5/3/2011,214891
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3729,31,,A5,117 MORELAND STREET,,10306,1,0,1,2197,1600,1980,1,A5,0,3/21/2011,214892
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3730,141,,A5,159A KISWICK STREET,,10306,1,0,1,2300,1728,2005,1,A5,330000,9/19/2011,214893
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3731,25,,A9,755 NUGENT AVENUE,,10306,1,0,1,2233,1280,1979,1,A9,0,12/7/2011,214894
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3735,32,,A6,161 KISWICK STREET,,10306,1,0,1,3230,704,1930,1,A6,117500,8/19/2011,214895
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3735,46,,A1,187 KISWICK STREET,,10306,1,0,1,2000,1800,2005,1,A1,346788,9/29/2011,214896
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3735,46,,A1,187 KISWICK STREET,,10306,1,0,1,2000,1800,2005,1,A1,351752,3/24/2011,214897
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3737,2,,A5,447 LINCOLN AVENUE,,10306,1,0,1,2247,1785,2000,1,A5,266682,6/14/2011,214898
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3738,3,,A1,463 LINCOLN AVENUE,,10306,1,0,1,2480,840,1935,1,A1,0,8/25/2011,214899
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3739,9,,A5,473 LINCOLN AVENUE,,10306,1,0,1,2600,1620,2011,1,A5,505000,8/15/2011,214900
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3739,39,,A5,233 KISWICK STREET,,10306,1,0,1,1960,1600,2004,1,A5,0,12/6/2011,214901
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3740,12,,A5,226 KISWICK STREET,,10306,1,0,1,5000,1584,1920,1,A2,0,6/27/2011,214902
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3740,12,,A5,226 KISWICK STREET,,10306,1,0,1,5000,1584,1920,1,A2,270000,2/15/2011,214903
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3741,39,,A2,261 POULTNEY STREET,,10306,1,0,1,6000,960,1950,1,A2,10,12/13/2011,214904
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3745,22,,A1,302 POULTNEY STREET,,10306,1,0,1,6000,1632,1930,1,A1,0,1/20/2011,214905
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3746,33,,A5,280 OLDFIELD STREET,,10306,1,0,1,2600,2496,1985,1,A5,0,3/1/2011,214906
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3746,49,,A5,1305 MASON AVENUE,,10306,1,0,1,2000,1600,2005,1,A5,0,8/18/2011,214907
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3754,9,,A9,554 NAUGHTON AVENUE,,10305,1,0,1,3000,2079,1979,1,A9,410000,11/21/2011,214908
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3791,49,,A5,937 OLYMPIA BOULEVARD,,10306,1,0,1,1900,1440,2011,1,A5,390390,11/4/2011,214909
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3791,53,,A6,945 OLYMPIA BOULEVARD,,10306,1,0,1,1900,325,1920,1,A6,157000,9/16/2011,214910
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3792,7,,A6,581 HUNTER AVENUE,,10306,1,0,1,2040,672,1935,1,A6,0,6/1/2011,214911
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3798,20,,A6,816 NUGENT AVENUE,,10306,1,0,1,2000,588,1930,1,A6,140000,2/15/2011,214912
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3798,138,,A5,173 GRIMSBY STREET,,10306,1,0,1,1400,1600,1991,1,A5,0,4/6/2011,214913
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3799,6,,A6,539 MIDLAND AVENUE,,10306,1,0,1,4000,800,1899,1,A6,0,8/25/2011,214914
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3799,52,,A6,231 FREEBORN STREET,,10306,1,0,1,1464,360,1930,1,A6,0,6/8/2011,214915
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3799,126,,A6,164B GRIMSBY STREET,,10306,1,0,1,2640,378,1930,1,A6,150000,1/11/2011,214916
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3800,10,,A5,238 FREEBORN STREET,,10306,1,0,1,1750,1050,2002,1,A5,316000,10/17/2011,214917
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3807,109,,A5,85 MAPLETON AVENUE,,10306,1,0,1,1300,1400,1991,1,A5,282500,4/19/2011,214918
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3809,12,,A6,236 COLONY AVENUE,,10306,1,0,1,4000,612,1931,1,A6,157000,12/15/2011,214919
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1B,3810,14,,V0,164 BADEN PLACE,,10306,1,0,1,2000,0,1931,1,A6,0,3/30/2011,214920
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3815,15,,A2,290 COLONY AVENUE,,10306,1,0,1,4000,800,1920,1,A2,0,4/14/2011,214921
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3821,18,,A2,306 MORELAND STREET,,10306,1,0,1,3500,800,1945,1,A2,295000,12/9/2011,214922
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3834,9,,A2,667 QUINCY AVENUE,,10305,1,0,1,4000,600,1925,1,A2,293000,5/9/2011,214923
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3837,7,,A5,725B BUEL AVENUE,,10305,1,0,1,1344,1300,1989,1,A5,319300,2/3/2011,214924
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3840,14,,A5,712 NAUGHTON AVENUE,,10305,1,0,1,3874,2066,2000,1,A5,0,4/15/2011,214925
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3873,62,,A5,98 HEMPSTEAD AVENUE,,10306,1,0,1,1520,1888,2001,1,A5,0,5/15/2011,214926
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3881,24,,A5,510 LINCOLN AVENUE,,10306,1,0,1,3300,2050,2005,1,A5,505000,1/3/2011,214927
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3891,29,,A5,361 BADEN PLACE,,10306,1,0,1,2000,1300,1977,1,A5,390000,3/16/2011,214928
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3891,41,,A5,389 BADEN PLACE,,10306,1,0,1,2951,2100,2010,1,A5,534581,7/28/2011,214929
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3891,42,,B9,391 BADEN PLACE,,10306,2,0,2,3500,2100,2010,1,A5,550000,7/25/2011,214930
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3893,13,,A1,366 BADEN PLACE,,10306,1,0,1,3000,800,1930,1,A1,0,5/3/2011,214931
5,MIDLAND BEACH,01  ONE FAMILY HOMES,1,3893,18,,A5,358 BADEN PLACE,,10306,1,0,1,4000,1525,2011,1,A1,230000,3/10/2011,214932
5,MIDLAND BEACH,02  TWO FAMILY HOMES,1,3651,48,,B2,358 BUEL AVENUE,,10305,2,0,2,4950,2392,1960,1,B2,530000,9/27/2011,214933
5,MIDLAND BEACH,02  TWO FAMILY HOMES,1,3660,57,,B2,347 SEAVER AVENUE,,10305,2,0,2,4480,1816,1975,1,B2,0,9/23/2011,214934
5,MIDLAND BEACH,02  TWO FAMILY HOMES,1,3667,31,,B9,42 BOUNDARY AVENUE,,10306,2,0,2,2835,2521,2000,1,B9,0,9/12/2011,214935
5,MIDLAND BEACH,02  TWO FAMILY HOMES,1,3679,70,,B2,699 LACONIA AVENUE,,10306,2,0,2,4224,2234,1970,1,B2,0,4/15/2011,214936
5,MIDLAND BEACH,02  TWO FAMILY HOMES,1,3679,94,,B2,719 LACONIA AVENUE,,10306,2,0,2,4536,2234,1970,1,B2,0,3/23/2011,214937
5,MIDLAND BEACH,02  TWO FAMILY HOMES,1,3682,24,,B1,415 JEFFERSON AVENUE,,10306,2,0,2,3584,2008,1970,1,B1,485000,5/2/2011,214938
5,MIDLAND BEACH,02  TWO FAMILY HOMES,1,3683,46,,B2,362 JEFFERSON AVENUE,,10306,2,0,2,5280,2128,1970,1,B2,760000,1/25/2011,214939
5,MIDLAND BEACH,02  TWO FAMILY HOMES,1,3704,64,,B2,441 BUEL AVENUE,,10305,2,0,2,5037,2474,1960,1,B2,0,5/21/2011,214940
5,MIDLAND BEACH,02  TWO FAMILY HOMES,1,3716,53,,B2,451 STOBE AVENUE,,10306,2,0,2,2442,2176,1980,1,B2,0,3/12/2011,214941
5,MIDLAND BEACH,02  TWO FAMILY HOMES,1,3728,62,,B2,391 BEDFORD AVENUE,,10306,2,0,2,3740,1560,1975,1,B2,585000,9/29/2011,214942
5,MIDLAND BEACH,02  TWO FAMILY HOMES,1,3741,36,,B3,257 POULTNEY STREET,,10306,2,0,2,6000,1832,1935,1,B3,420000,9/1/2011,214943
5,MIDLAND BEACH,02  TWO FAMILY HOMES,1,3745,54,,B9,309 OLDFIELD STREET,,10306,2,0,2,3500,2430,0,1,B9,570220,12/8/2011,214944
5,MIDLAND BEACH,02  TWO FAMILY HOMES,1,3754,168,,B2,303 SLATER BOULEVARD,,10305,2,0,2,2688,2144,1985,1,B2,20000,4/14/2011,214945
5,MIDLAND BEACH,02  TWO FAMILY HOMES,1,3766,20,,B2,70 FREEBORN STREET,,10305,2,0,2,4000,3220,2010,1,B2,642515,6/9/2011,214946
5,MIDLAND BEACH,02  TWO FAMILY HOMES,1,3806,16,,B2,184 COLONY AVENUE,,10306,2,0,2,2000,2140,1930,1,B2,0,4/1/2011,214947
5,MIDLAND BEACH,02  TWO FAMILY HOMES,1,3808,31,,B2,52 MAPLETON AVENUE,,10306,2,0,2,3218,424,1931,1,B2,145000,4/5/2011,214948
5,MIDLAND BEACH,02  TWO FAMILY HOMES,1,3893,42,,B2,316 BADEN PLACE,,10306,2,0,2,4900,2304,1970,1,B2,0,11/28/2011,214949
5,MIDLAND BEACH,02  TWO FAMILY HOMES,1,3893,42,,B2,316 BADEN PLACE,,10306,2,0,2,4900,2304,1970,1,B2,515000,11/28/2011,214950
5,MIDLAND BEACH,02  TWO FAMILY HOMES,1,3893,42,,B2,316 BADEN PLACE,,10306,2,0,2,4900,2304,1970,1,B2,0,11/28/2011,214951
5,MIDLAND BEACH,02  TWO FAMILY HOMES,1,3893,42,,B2,316 BADEN PLACE,,10306,2,0,2,4900,2304,1970,1,B2,0,11/28/2011,214952
5,MIDLAND BEACH,04  TAX CLASS 1 CONDOS,1A,3674,1005,,R3,629E LACONIA AVENUE,629E,10306,1,0,1,0,0,1985,1,R3,0,4/18/2011,214953
5,MIDLAND BEACH,04  TAX CLASS 1 CONDOS,1A,3674,1005,,R3,629E LACONIA AVENUE,629E,10306,1,0,1,0,0,1985,1,R3,180000,2/10/2011,214954
5,MIDLAND BEACH,04  TAX CLASS 1 CONDOS,1A,3674,1049,,R3,40A MEADOW PLACE,40A,10306,1,0,1,0,0,1985,1,R3,10,7/12/2011,214955
5,MIDLAND BEACH,04  TAX CLASS 1 CONDOS,1C,3760,1001,,R6,857 OLYMPIA BOULEVARD,A,10305,1,0,1,0,0,0,1,R6,425880,8/1/2011,214956
5,MIDLAND BEACH,04  TAX CLASS 1 CONDOS,1C,3760,1002,,R6,857 OLYMPIA BOULEVARD,B,10305,1,0,1,0,0,0,1,R6,425880,5/24/2011,214957
5,MIDLAND BEACH,04  TAX CLASS 1 CONDOS,1C,3764,1002,,R6,5 GRIMSBY STREET,B,10306,1,0,1,0,0,2010,1,R6,420810,11/7/2011,214958
5,MIDLAND BEACH,04  TAX CLASS 1 CONDOS,1C,3765,1001,,R6,69 FREEBORN STREET,A,10305,1,0,1,0,0,2010,1,R6,415000,8/1/2011,214959
5,MIDLAND BEACH,05  TAX CLASS 1 VACANT LAND,1,3651,76,,A5,DONGAN HILLS AVENUE,,10305,1,0,1,2238,1890,2011,1,V0,466440,7/8/2011,214960
5,MIDLAND BEACH,05  TAX CLASS 1 VACANT LAND,1,3672,16,,A1,ADAMS AVENUE,,10306,1,0,1,3480,0,2011,1,V0,0,3/11/2011,214961
5,MIDLAND BEACH,05  TAX CLASS 1 VACANT LAND,1,3672,16,,A1,ADAMS AVENUE,,10306,1,0,1,3480,0,2011,1,V0,150000,2/25/2011,214962
5,MIDLAND BEACH,05  TAX CLASS 1 VACANT LAND,1B,3747,1,,V0,LIBERTY AVENUE,,10305,0,0,0,54500,0,0,1,V0,71786,7/6/2011,214963
5,MIDLAND BEACH,05  TAX CLASS 1 VACANT LAND,1B,3747,6,,V0,LIBERTY AVENUE,,10305,0,0,0,2520,0,0,1,V0,0,7/6/2011,214964
5,MIDLAND BEACH,05  TAX CLASS 1 VACANT LAND,1B,3757,9,,V0,SLATER BOULEVARD,,0,0,0,0,3520,0,0,1,V0,50000,4/15/2011,214965
5,MIDLAND BEACH,05  TAX CLASS 1 VACANT LAND,1B,3769,1,,V0,JEFFERSON AVENUE,,0,0,0,0,6016,0,0,1,V0,234000,3/8/2011,214966
5,MIDLAND BEACH,05  TAX CLASS 1 VACANT LAND,1B,3808,8,,V0,HEMPSTEAD AVENUE,,10306,0,0,0,7457,0,0,1,V0,42500,4/28/2011,214967
5,MIDLAND BEACH,05  TAX CLASS 1 VACANT LAND,1B,3826,10,,V0,SEAVER AVENUE,,10305,0,0,0,1800,0,0,1,V0,0,10/13/2011,214968
5,MIDLAND BEACH,05  TAX CLASS 1 VACANT LAND,1B,3826,12,,V0,SEAVER AVENUE,,10305,0,0,0,1800,0,0,1,V0,0,10/13/2011,214969
5,MIDLAND BEACH,05  TAX CLASS 1 VACANT LAND,1B,3826,14,,V0,SEAVER AVENUE,,10305,0,0,0,1800,0,0,1,V0,0,10/13/2011,214970
5,MIDLAND BEACH,07  RENTALS - WALKUP APARTMENTS,2A,3812,6,,C3,597 MIDLAND AVENUE,,10306,4,0,4,4000,1264,1899,2,C3,0,4/4/2011,214971
