borough,neighborhood,building_class_category,tax_class_present,block,lot,easement,building_class_present,address,apartment_number,zip_code,residential_units,commmercial_units,total_units,land_sq_feet,gross_sq_feet,year_built,tax_class_time_sale,build_class_time_sale,sale_price,sale_date,serialid
5,CASTLETON CORNERS,02  TWO FAMILY HOMES,1B,353,42,,V0,1150 FOREST AVENUE,404,10310,2,0,2,8250,0,1928,1,B2,270000,4/19/2011,213433
5,CASTLETON CORNERS,02  TWO FAMILY HOMES,1,353,56,,B2,216 DUBOIS AVENUE,501,10310,2,0,2,3929,2411,1920,1,B2,410000,5/24/2011,213434
5,CASTLETON CORNERS,02  TWO FAMILY HOMES,1,361,43,,B2,164 KINGSLEY AVENUE,503,10314,2,0,2,5400,2080,1920,1,B2,497000,4/28/2011,213435
5,CASTLETON CORNERS,02  TWO FAMILY HOMES,1,367,21,,S2,394 MANOR ROAD,601,10314,2,1,3,5418,1527,1931,1,S2,0,3/2/2011,213436
5,CASTLETON CORNERS,02  TWO FAMILY HOMES,1,368,130,,B2,125 WESTCOTT BOULEVARD,602,10314,2,0,2,6100,2144,1970,1,B2,0,3/1/2011,213437
5,CASTLETON CORNERS,02  TWO FAMILY HOMES,1,371,84,,B2,53 RAYMOND AVENUE,604,10314,2,0,2,4330,2364,2010,1,B2,651680,11/23/2011,213438
5,CASTLETON CORNERS,02  TWO FAMILY HOMES,1,373,1,,B2,56 COALE AVENUE,605,10314,2,0,2,6100,1251,1958,1,B2,484000,11/1/2011,213439
5,CASTLETON CORNERS,02  TWO FAMILY HOMES,1,374,211,,B3,34 MILLER STREET,701,10314,2,0,2,4000,1908,1940,1,B3,530500,5/23/2011,213440
5,CASTLETON CORNERS,02  TWO FAMILY HOMES,1,374,304,,B2,72 ELMIRA AVENUE,1102,10314,2,0,2,4000,2112,1930,1,B2,0,12/27/2011,213441
5,CASTLETON CORNERS,02  TWO FAMILY HOMES,1,377,263,,B3,158 GOODWIN AVENUE,4D,10314,2,0,2,6000,2516,1935,1,B3,0,1/3/2011,213442
5,CASTLETON CORNERS,02  TWO FAMILY HOMES,1,711,36,,B2,680 MANOR ROAD,5E,10314,2,0,2,5629,2040,1920,1,B2,375000,8/18/2011,213443
5,CASTLETON CORNERS,02  TWO FAMILY HOMES,1,724,84,,B2,21 BRADLEY AVENUE,6D,10314,2,0,2,5200,2012,1910,1,B2,295000,5/26/2011,213444
5,CASTLETON CORNERS,06  TAX CLASS 1 - OTHER,1,360,20,,G0,COLLEGE AVENUE,7D,10314,0,0,0,3600,0,0,1,G0,0,3/11/2011,213446
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,295,24,,A2,751 OAKLAND AVENUE,,10310,1,0,1,4000,2184,1970,1,A2,550000,11/10/2011,213477
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,295,30,,A2,739 OAKLAND AVENUE,,10310,1,0,1,4000,2184,1970,1,A2,0,2/24/2011,213478
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,298,19,,A2,747 BEMENT AVENUE,,10310,1,0,1,3880,1045,1947,1,A2,335000,12/9/2011,213479
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,298,19,,A2,747 BEMENT AVENUE,,10310,1,0,1,3880,1045,1947,1,A2,0,1/27/2011,213480
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,298,38,,A1,710 OAKLAND AVENUE,,10310,1,0,1,7565,840,1945,1,A1,0,4/27/2011,213481
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,300,142,,A1,199 MORRISON AVENUE,,10310,1,0,1,3700,1232,1930,1,A1,540000,1/10/2011,213482
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,300,236,,A1,578 BEMENT AVENUE,,10310,1,0,1,3400,1280,1925,1,A1,340000,4/1/2011,213483
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,300,289,,A1,608 BEMENT AVENUE,,10310,1,0,1,3298,1280,1930,1,A1,385000,8/9/2011,213484
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,300,413,,A1,78 EAST RALEIGH AVENUE,,10310,1,0,1,3700,1887,1920,1,A1,500000,1/4/2011,213485
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,300,449,,A1,95 EAST RALEIGH AVENUE,,10310,1,0,1,3600,1452,1920,1,A1,320000,11/3/2011,213486
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,300,478,,A1,236 MORRISON AVENUE,,10310,1,0,1,3600,1668,1920,1,A1,466000,4/8/2011,213487
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,301,19,,A9,35 BLAINE COURT,,10310,1,0,1,2200,1760,1986,1,A9,0,3/27/2011,213488
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,305,90,,A2,11 TYLER AVENUE,,10310,1,0,1,5000,762,1960,1,A2,0,12/22/2011,213489
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,305,90,,A2,11 TYLER AVENUE,,10310,1,0,1,5000,762,1960,1,A2,0,11/1/2011,213490
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,310,109,,A1,85 PURCELL STREET,,10310,1,0,1,5050,1304,1925,1,A1,0,7/12/2011,213491
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,310,176,,A1,50 CLOVE LAKE PLACE,,10310,1,0,1,3055,1188,1920,1,A1,275000,5/16/2011,213492
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,310,188,,A1,49 CLOVE LAKE PLACE,,10310,1,0,1,3200,1078,1920,1,A1,470000,8/10/2011,213493
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,314,255,,A1,767 CLOVE ROAD,,10310,1,0,1,6000,2108,1930,1,A1,550000,3/25/2011,213494
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,326,74,,A1,60 RICE AVENUE,PKN1,10314,1,0,1,4950,1040,1955,1,A1,0,4/14/2011,213495
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,326,77,,A1,64 RICE AVENUE,PKN2,10314,1,0,1,4750,1205,1955,1,A1,436000,4/11/2011,213496
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,326,77,,A1,64 RICE AVENUE,PKN5,10314,1,0,1,4750,1205,1955,1,A1,0,3/29/2011,213497
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,326,116,,A1,19 POTTER AVENUE,PKN6,10314,1,0,1,8550,1664,1970,1,A1,300000,5/19/2011,213498
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,326,116,,A1,19 POTTER AVENUE,PKN8,10314,1,0,1,8550,1664,1970,1,A1,0,5/18/2011,213499
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,326,157,,A1,68 POTTER AVENUE,PKN11,10314,1,0,1,4992,1508,1965,1,A1,450000,12/30/2011,213500
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,329,7,,A1,51 SANFORD PLACE,PKN12,10314,1,0,1,4700,1600,1950,1,A1,720000,4/29/2011,213501
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,329,17,,A1,39 SANFORD PLACE,PKN13,10314,1,0,1,4700,1640,1960,1,A1,705000,1/20/2011,213502
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,329,40,,A2,64 KNOX PLACE,PKN15,10314,1,0,1,5100,1050,1950,1,A2,380000,4/28/2011,213503
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,329,76,,A1,74 KNOX PLACE,PKN20,10314,1,0,1,9700,4400,1945,1,A1,419500,3/8/2011,213504
5,CLOVE LAKES,01  ONE FAMILY HOMES,1,329,107,,A2,67 KNOX PLACE,PKN21,10314,1,0,1,4500,1481,1945,1,A2,0,9/9/2011,213505
5,CLOVE LAKES,02  TWO FAMILY HOMES,1,243,38,,B1,16 BEVERLY AVENUE,PKN22,10301,2,0,2,5000,1520,1950,1,B1,460000,12/16/2011,213506
5,CLOVE LAKES,02  TWO FAMILY HOMES,1,244,50,,B1,1021 VICTORY BOULEVARD,PKN28,10301,2,0,2,7242,2366,1950,1,B1,450000,8/4/2011,213507
5,CLOVE LAKES,02  TWO FAMILY HOMES,1,313,1,,B2,97 WEST RALEIGH AVENUE,P9,10310,2,0,2,4560,2527,1975,1,B2,0,7/22/2011,213508
5,CLOVE LAKES,10  COOPS - ELEVATOR APARTMENTS,2,327,15,,D4,"1000 CLOVE ROAD, 8M",P11,10301,0,0,0,0,0,1966,2,D4,129000,2/11/2011,213509
5,CLOVE LAKES,10  COOPS - ELEVATOR APARTMENTS,2,327,15,,D4,"1000 CLOVE ROAD, 2C",P13,10301,0,0,0,0,0,1966,2,D4,160000,5/3/2011,213510
5,CLOVE LAKES,10  COOPS - ELEVATOR APARTMENTS,2,327,15,,D4,"1000 CLOVE ROAD, 9-0",P18,10301,0,0,0,0,0,1966,2,D4,220000,6/9/2011,213511
5,CLOVE LAKES,10  COOPS - ELEVATOR APARTMENTS,2,327,15,,D4,"1000 CLOVE ROAD, LC",P20,10301,0,0,0,0,0,1966,2,D4,145000,12/1/2011,213512
5,CLOVE LAKES,10  COOPS - ELEVATOR APARTMENTS,2,327,60,,D4,"1100 CLOVE ROAD, 6F",P22,10301,0,0,0,0,0,1967,2,D4,77000,3/23/2011,213513
5,CLOVE LAKES,10  COOPS - ELEVATOR APARTMENTS,2,327,60,,D4,"1100 CLOVE ROAD, 7O",P25,10301,0,0,0,0,0,1967,2,D4,215000,6/21/2011,213514
5,CLOVE LAKES,10  COOPS - ELEVATOR APARTMENTS,2,327,60,,D4,"1100 CLOVE ROAD, 10E",P33,10301,0,0,0,0,0,1967,2,D4,110000,7/22/2011,213515
5,CLOVE LAKES,10  COOPS - ELEVATOR APARTMENTS,2,327,60,,D4,"1100 CLOVE ROAD, 10M",P33,10301,0,0,0,0,0,1967,2,D4,144000,9/7/2011,213516
5,CLOVE LAKES,10  COOPS - ELEVATOR APARTMENTS,2,327,60,,D4,"1100 CLOVE ROAD, 6D",P34,10301,0,0,0,0,0,1967,2,D4,120000,11/1/2011,213517
5,CLOVE LAKES,10  COOPS - ELEVATOR APARTMENTS,2,327,60,,D4,"1100 CLOVE ROAD, 2N",P43,10301,0,0,0,0,0,1967,2,D4,125000,11/4/2011,213518
5,CLOVE LAKES,21  OFFICE BUILDINGS,4,286,127,,O7,2 GREEN STREET,P58,10310,0,2,2,4000,2909,1945,4,O7,950000,5/24/2011,213519
5,CLOVE LAKES,21  OFFICE BUILDINGS,4,300,102,,O7,694 FOREST AVENUE,2,10310,0,3,3,6004,4000,1992,4,O7,0,12/21/2011,213520
5,CLOVE LAKES,22  STORE BUILDINGS,4,286,8,,K2,644 FOREST AVENUE,3I,10310,0,2,2,1760,1696,1938,4,K2,0,2/23/2011,213521
5,CLOVE LAKES,33  EDUCATIONAL FACILITIES,4,292,73,,W9,140 HARVEST AVENUE,22,10310,0,1,1,3257,1440,1953,4,W9,0,2/7/2011,213522
5,CONCORD,01  ONE FAMILY HOMES,1,560,52,,A1,74 LAUREL AVENUE,GA22,10304,1,0,1,3050,1032,1935,1,A1,138500,6/14/2011,213523
5,CONCORD,01  ONE FAMILY HOMES,1,564,10,,A1,39 OSGOOD AVENUE,GA23,10304,1,0,1,3000,965,1899,1,A1,0,4/12/2011,213524
5,CONCORD,01  ONE FAMILY HOMES,1,568,3,,A1,23 OSGOOD AVENUE,P1,10304,1,0,1,3000,1220,1910,1,A1,155000,7/28/2011,213525
5,CONCORD,01  ONE FAMILY HOMES,1,644,12,,A5,52 ROFF STREET,P2,10304,1,0,1,2452,1476,2011,1,A5,0,10/7/2011,213526
5,CONCORD,01  ONE FAMILY HOMES,1,644,13,,A5,54 ROFF STREET,P4,10304,1,0,1,2351,1476,2011,1,A5,0,10/7/2011,213527
5,CONCORD,01  ONE FAMILY HOMES,1,644,14,,A5,56 ROFF STREET,P5,10304,1,0,1,1468,1476,2011,1,A5,0,10/7/2011,213528
5,CONCORD,01  ONE FAMILY HOMES,1,644,19,,A5,58 ROFF STREET,P7,10304,1,0,1,1474,1476,2011,1,A5,0,10/7/2011,213529
5,CONCORD,01  ONE FAMILY HOMES,1,644,20,,A5,60 ROFF STREET,P9,10304,1,0,1,1382,1476,2011,1,A5,0,10/7/2011,213530
5,CONCORD,01  ONE FAMILY HOMES,1,644,21,,A5,62 ROFF STREET,P10,10304,1,0,1,1382,1476,2011,1,A5,0,10/7/2011,213531
5,CONCORD,01  ONE FAMILY HOMES,1,644,22,,A5,64 ROFF STREET,P11,10304,1,0,1,1848,1599,2010,1,A5,0,10/7/2011,213532
5,CONCORD,01  ONE FAMILY HOMES,1,644,22,,A5,64 ROFF STREET,RETL,10304,1,0,1,1848,1599,2010,1,A5,310000,10/7/2011,213533
5,CONCORD,01  ONE FAMILY HOMES,1,644,23,,A5,66 ROFF STREET,P1,10304,1,0,1,2321,1476,2010,1,A5,0,10/7/2011,213534
5,CONCORD,01  ONE FAMILY HOMES,1,644,23,,A5,70 TARGEE STREET,P4,10304,1,0,1,2321,1476,2010,1,A5,0,3/8/2011,213535
5,CONCORD,01  ONE FAMILY HOMES,1,644,24,,A5,72 TARGEE STREET,P5,10304,1,0,1,3275,1599,2010,1,A5,349000,4/29/2011,213536
5,CONCORD,01  ONE FAMILY HOMES,1,644,24,,A5,72 TARGEE STREET,P7,10304,1,0,1,3275,1599,2010,1,A5,0,4/28/2011,213537
5,CONCORD,01  ONE FAMILY HOMES,1,645,7,,A5,43 METCALFE STREET,P8,10304,1,0,1,2525,1944,2001,1,A5,0,5/19/2011,213538
5,CONCORD,01  ONE FAMILY HOMES,1,647,70,,A1,60 METCALFE STREET,P9,10304,1,0,1,2500,1498,2010,1,A1,321180,2/18/2011,213539
5,CONCORD,01  ONE FAMILY HOMES,1,647,71,,A1,62 METCALFE STREET,P10,10304,1,0,1,2444,1498,2010,1,A1,285000,7/6/2011,213540
5,CONCORD,01  ONE FAMILY HOMES,1,2879,55,,A5,532 TARGEE STREET,P14,10304,1,0,1,3880,1599,2004,1,A5,175000,3/1/2011,213541
5,CONCORD,01  ONE FAMILY HOMES,1,2879,56,,A5,534 TARGEE STREET,P15,10304,1,0,1,4508,1599,2004,1,A5,154128,1/7/2011,213542
5,CONCORD,01  ONE FAMILY HOMES,1,2879,161,,A1,26 ELLINGTON STREET,13,10304,1,0,1,3000,896,1925,1,A1,114000,10/1/2011,213543
5,CONCORD,01  ONE FAMILY HOMES,1,2882,43,,S1,584 RICHMOND ROAD,GA19,10304,1,1,2,2475,2500,1958,1,S1,360000,2/16/2011,213544
5,CONCORD,01  ONE FAMILY HOMES,1,2882,74,,A5,26 DEIRDRE COURT,GA24,10304,1,0,1,1205,1450,2003,1,A5,0,10/17/2011,213545
5,CONCORD,01  ONE FAMILY HOMES,1,2884,42,,S1,610 RICHMOND ROAD,GA30,10304,1,1,2,1342,2000,1954,1,S1,300000,6/17/2011,213546
5,CONCORD,01  ONE FAMILY HOMES,1,2884,43,,A1,4 STEUBEN STREET,GA7,10304,1,0,1,1150,1312,1899,1,A1,105000,7/6/2011,213547
5,CONCORD,01  ONE FAMILY HOMES,1,2888,20,,A1,341 BRITTON AVENUE,GA11,10304,1,0,1,2500,930,1899,1,A1,325000,11/4/2011,213548
5,CONCORD,01  ONE FAMILY HOMES,1,2891,9,,A9,384 HANOVER AVENUE,GA14,10304,1,0,1,2900,1184,1965,1,A9,265000,3/29/2011,213549
5,CONCORD,01  ONE FAMILY HOMES,1,2891,9,,A9,384 HANOVER AVENUE,WS1,10304,1,0,1,2900,1184,1965,1,A9,0,1/27/2011,213550
5,CONCORD,01  ONE FAMILY HOMES,1,2897,21,,A5,397A NECKAR AVENUE,WS11,10304,1,0,1,1184,1248,1986,1,A5,151642,12/20/2011,213551
5,CONCORD,01  ONE FAMILY HOMES,1,2897,56,,A5,172A PIERCE STREET,P8,10304,1,0,1,592,1248,1987,1,A5,0,4/25/2011,213552
5,CONCORD,01  ONE FAMILY HOMES,1,2899,55,,A5,291 MOSEL AVENUE,1,10304,1,0,1,1594,1500,1994,1,A5,0,12/8/2011,213553
5,CONCORD,01  ONE FAMILY HOMES,1,2899,167,,A5,59 MOSEL AVENUE,4,10304,1,0,1,670,1150,2004,1,A5,0,3/10/2011,213554
5,CONCORD,01  ONE FAMILY HOMES,1,2899,172,,A5,43 MOSEL AVENUE,9,10304,1,0,1,1090,1150,2004,1,A5,0,3/23/2011,213555
5,CONCORD,01  ONE FAMILY HOMES,1,2899,191,,A5,29 GEO COURT,24,10304,1,0,1,555,1150,2004,1,A5,213000,12/2/2011,213556
5,CONCORD,01  ONE FAMILY HOMES,1,2901,62,,A9,359 MOSEL AVENUE,30,10304,1,0,1,1440,1440,1988,1,A9,260000,5/19/2011,213557
5,CONCORD,01  ONE FAMILY HOMES,1,2906,6,,A1,310B ODER AVENUE,31,10304,1,0,1,2500,1499,2011,1,A1,324480,8/30/2011,213558
5,CONCORD,01  ONE FAMILY HOMES,1,2906,22,,A1,753 TARGEE STREET,,10304,1,0,1,1950,1375,1915,1,A1,285000,2/18/2011,213559
5,CONCORD,01  ONE FAMILY HOMES,1,2908,17,,A5,423 NARROWS ROAD NORTH,,10304,1,0,1,1768,2025,1975,1,A5,288000,4/26/2011,213560
5,CONCORD,01  ONE FAMILY HOMES,1,2908,35,,A1,411 BRITTON AVENUE,,10304,1,0,1,5000,1008,1910,1,A1,180000,11/18/2011,213561
5,CONCORD,01  ONE FAMILY HOMES,1,2912,32,,A9,427 HANOVER AVENUE,,10304,1,0,1,2500,1440,1930,1,A9,0,4/18/2011,213562
5,CONCORD,02  TWO FAMILY HOMES,1,633,1,,B2,305 VANDERBILT AVENUE,,10304,2,0,2,7125,1940,1920,1,B2,185000,2/23/2011,213563
5,CONCORD,02  TWO FAMILY HOMES,1,640,4,,B3,371 VANDERBILT AVENUE,,10304,2,0,2,5162,2218,1920,1,B3,150000,3/14/2011,213564
5,CONCORD,02  TWO FAMILY HOMES,1,648,20,,B2,15 HAMILTON STREET,,10304,2,0,2,2500,1773,1905,1,B2,0,3/30/2011,213565
5,CONCORD,05  TAX CLASS 1 VACANT LAND,1,644,12,,A5,TARGEE STREET,,10304,1,0,1,2452,1476,2011,1,V0,0,3/8/2011,213566
5,CONCORD,05  TAX CLASS 1 VACANT LAND,1B,649,4,,V0,17 CORNELL PLACE,,10304,0,0,0,2500,0,0,1,V0,95000,1/10/2011,213567
5,CONCORD,07  RENTALS - WALKUP APARTMENTS,2B,636,6,,C1,835 VAN DUZER STREET,,10304,7,0,7,5635,6930,1930,2,C1,500000,8/15/2011,213568
5,CONCORD,07  RENTALS - WALKUP APARTMENTS,2B,636,6,,C1,833-835 VAN DUZER STREET,,10304,7,0,7,5635,6930,1930,2,C1,0,3/24/2011,213569
5,CONCORD,07  RENTALS - WALKUP APARTMENTS,2B,636,6,,C1,833-835 VAN DUZER STREET,,10304,7,0,7,5635,6930,1930,2,C1,0,3/24/2011,213570
5,CONCORD,22  STORE BUILDINGS,4,633,52,,K1,74 OSGOOD AVENUE,,10304,0,1,1,2875,1045,1931,4,K1,0,5/19/2011,213571
5,CONCORD,22  STORE BUILDINGS,4,2906,21,,K5,755 TARGEE STREET,,10304,0,1,1,1975,1320,1931,4,K5,0,4/15/2011,213572
5,CONCORD-FOX HILLS,01  ONE FAMILY HOMES,1,2925,45,,A5,122 LONG POND LANE,,10304,1,0,1,1176,1204,1992,1,A5,182000,10/18/2011,213573
5,CONCORD-FOX HILLS,01  ONE FAMILY HOMES,1,2925,171,,A5,20 SKYLINE DRIVE,,10304,1,0,1,585,1620,1992,1,A5,0,3/9/2011,213574
5,CONCORD-FOX HILLS,01  ONE FAMILY HOMES,1,2925,171,,A5,20 SKYLINE DRIVE,,10304,1,0,1,585,1620,1992,1,A5,0,2/16/2011,213575
5,CONCORD-FOX HILLS,01  ONE FAMILY HOMES,1,2925,267,,A5,150 SKYLINE DRIVE,,10304,1,0,1,1520,1116,1993,1,A5,160650,3/1/2011,213576
5,CONCORD-FOX HILLS,01  ONE FAMILY HOMES,1,2925,378,,A5,42 SCENIC LANE,,10304,1,0,1,1053,970,1995,1,A5,224394,2/26/2011,213577
5,CONCORD-FOX HILLS,01  ONE FAMILY HOMES,1,2925,554,,A5,35 STUDIO LANE,,10304,1,0,1,1120,910,2002,1,A5,293550,4/21/2011,213578
5,CONCORD-FOX HILLS,01  ONE FAMILY HOMES,1,2925,555,,A5,37 STUDIO LANE,,10304,1,0,1,1120,910,2002,1,A5,265000,7/28/2011,213579
5,CONCORD-FOX HILLS,01  ONE FAMILY HOMES,1,2930,7,,A5,244 MOSEL AVENUE,,10304,1,0,1,3225,2190,2001,1,A5,0,5/23/2011,213580
5,CONCORD-FOX HILLS,01  ONE FAMILY HOMES,1,2930,16,,A5,204 MOSEL AVENUE,,10304,1,0,1,2250,2190,2001,1,A5,0,12/15/2011,213581
5,CONCORD-FOX HILLS,08  RENTALS - ELEVATOR APARTMENTS,2,2877,25,,D1,55 BOWEN STREET,,10304,156,0,156,67390,154860,1973,2,D1,15000000,1/5/2011,213582
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3188,26,,A2,1050 WEST FINGERBOARD RD,,10304,1,0,1,4000,1146,1930,1,A2,0,10/23/2011,213583
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3188,26,,A2,1050 WEST FINGERBOARD RD,,10304,1,0,1,4000,1146,1930,1,A2,0,3/15/2011,213584
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3189,53,,A2,18 SCRANTON STREET,,10304,1,0,1,4000,988,1965,1,A2,0,10/4/2011,213585
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3191,144,,A2,15 WILSON STREET,,10304,1,0,1,4000,1008,1955,1,A2,0,12/27/2011,213586
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3200,77,,A2,125 PROVIDENCE STREET,,10304,1,0,1,6720,1256,1965,1,A2,390000,8/18/2011,213587
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3200,129,,A2,289 NORTH RAILROAD AVE,,10304,1,0,1,5600,1968,1965,1,A2,450000,10/6/2011,213588
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3200,129,,A2,289 NORTH RAILROAD AVE,,10304,1,0,1,5600,1968,1965,1,A2,0,3/15/2011,213589
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3285,32,,A1,17 WHITAKER PLACE,,10304,1,0,1,5666,2112,1925,1,A1,0,3/16/2011,213590
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3289,90,,A2,21 NEWBERRY AVENUE,,10304,1,0,1,5000,1728,1955,1,A2,340000,7/1/2011,213591
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3291,34,,A1,100 NEWBERRY AVENUE,,10304,1,0,1,5700,2166,1925,1,A1,0,10/20/2011,213592
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3291,60,,A1,119 BURGHER AVENUE,,10304,1,0,1,5915,1930,1925,1,A1,0,2/16/2011,213593
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3291,67,,A5,109 BURGHER AVENUE,,10304,1,0,1,2688,2376,1998,1,A5,462000,9/1/2011,213594
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3294,22,,A1,32 RARITAN AVENUE,,10304,1,0,1,5000,1232,1935,1,A1,510000,1/18/2011,213595
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3295,57,,A2,87 ATLANTIC AVENUE,,10304,1,0,1,4766,962,1955,1,A2,407500,6/27/2011,213596
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3297,26,,A3,57 BEAR STREET,,10304,1,0,1,3871,2213,2010,1,A3,748413,3/1/2011,213597
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3298,41,,A2,41 ALTER AVENUE,,10304,1,0,1,5000,980,1915,1,A2,0,10/27/2011,213598
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3300,4,,A1,54 DELAWARE AVENUE,,10304,1,0,1,5000,1328,1915,1,A1,0,10/3/2011,213599
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3305,66,,A2,65 SEAVIEW AVENUE,,10304,1,0,1,4100,1040,1945,1,A2,0,4/27/2011,213600
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3310,7,,A2,148 WILSON STREET,,10304,1,0,1,8075,1443,1955,1,A2,0,11/10/2011,213601
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3311,36,,A1,11 MINNA STREET,,10304,1,0,1,5000,3140,1922,1,A1,528000,3/1/2011,213602
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3312,18,,A2,24 MINNA STREET,,10304,1,0,1,5000,1040,1959,1,A2,372000,6/13/2011,213603
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3314,19,,A2,148 BURGHER AVENUE,,10304,1,0,1,5000,1040,1950,1,A2,0,7/22/2011,213604
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3316,58,,A5,161 DELAWARE AVENUE,,10304,1,0,1,1950,2256,1999,1,A5,0,10/20/2011,213605
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3317,61,,A5,165 ALTER AVENUE,,10304,1,0,1,2500,2352,1987,1,A5,440000,12/29/2011,213606
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3322,38,,A2,30 OREGON ROAD,,10305,1,0,1,4479,1050,1960,1,A2,0,10/1/2011,213607
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3323,6,,A5,37 DUMONT AVENUE,,10305,1,0,1,2400,2044,1999,1,A5,450000,11/14/2011,213608
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3324,11,,A1,23 SOUTH RAILROAD AVE,,10305,1,0,1,2300,1525,2002,1,A1,515000,8/12/2011,213609
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3325,1,,A5,161 BATH AVENUE,,10305,1,0,1,2500,2160,1997,1,A5,455000,8/15/2011,213610
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3325,66,,A5,6 DUMONT AVENUE,,10305,1,0,1,1512,1148,1985,1,A5,305000,6/22/2011,213611
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3328,45,,A5,106 SOUTH RAILROAD AVE,,10305,1,0,1,2075,1220,1970,1,A5,370000,3/24/2011,213612
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3328,114,,A5,398 NORTH RAILROAD AVE,,10304,1,0,1,2905,1345,1986,1,A5,385000,1/4/2011,213613
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3328,117,,A2,101 EVERGREEN AVENUE,,10305,1,0,1,5250,988,1950,1,A2,0,7/19/2011,213614
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3329,90,,A2,229 BURGHER AVENUE,,10305,1,0,1,5000,880,1930,1,A2,0,12/20/2011,213615
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3335,48,,A1,217 ALTER AVENUE,,10305,1,0,1,4300,1536,1920,1,A1,365000,2/24/2011,213616
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3339,33,,A5,252 ALTER AVENUE,,10305,1,0,1,2350,1600,1993,1,A5,480000,8/23/2011,213617
5,DONGAN HILLS,01  ONE FAMILY HOMES,1,3342,30,,A5,200 GARRETSON AVENUE,,10305,1,0,1,2500,1302,1960,1,A5,369000,9/7/2011,213618
5,DONGAN HILLS,02  TWO FAMILY HOMES,1,3285,40,,B2,11 WHITAKER PLACE,,10304,2,0,2,3825,3690,2001,1,B2,672000,12/28/2011,213619
5,DONGAN HILLS,02  TWO FAMILY HOMES,1,3286,10,,B3,35 WHITAKER PLACE,,10304,2,0,2,5000,1615,1901,1,B3,380000,1/10/2011,213620
5,DONGAN HILLS,02  TWO FAMILY HOMES,1,3288,17,,B3,22 WHITAKER PLACE,,10304,2,0,2,5000,2738,1899,1,B3,462000,2/4/2011,213621
