ID,category,checkIns,createdAt,description,genCategory,lat,lon,name,photoCount,price,query,rating,tags,tileID,time,tips,users,verified
5168483ae4b0f8185f326cde,Village,523,2013.04.12 ,,Outdoors & Recreation,53.8231517258,27.4501991272,Щомыслица,32,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:53 ,2,247,False
4d7392fc4ab5224bf52ccf97,Café,2709,2011.03.06 ,,Food,53.8095210094,27.3972949905,Птичь,428,-1,Minsk2_Be,8.1,,0_00,2015.11.15 00:20:53 ,56,1696,False
4c5ea885d25320a10e48c97a,Lake,2370,2010.08.08 ,,Outdoors & Recreation,53.8097742684,27.3846244812,Птичь,207,-1,Minsk2_Be,6.9,,0_00,2015.11.15 00:20:53 ,9,1522,False
506596f5e4b08f044cd098ea,Museum,1163,2012.09.28 ,,Arts & Entertainment,53.8281925005,27.3754405975,Музей народнай архiтэктуры i побыту «Строчыцы» / Strochitsy museum of Folk Architecture,242,-1,Minsk2_Be,7.1,,0_00,2015.11.15 00:20:54 ,31,971,False
4ff2e34ce4b07a2fa5cfb855,Water Park,755,2012.07.03 ,,Arts & Entertainment,53.813894354,27.3928935261,Wakepark Птичь. Риксен.,62,-1,Minsk2_Be,8.4,,0_00,2015.11.15 00:20:54 ,2,275,False
50814753e4b07dd17b022b8c,Car Dealership,106,2012.10.19 ,Официальный дилер DAF Trucks N.V. в Республике Беларусь,Shop & Service,53.794903,27.376664,ТурботраксБел (DAF Belarus),10,-1,Minsk2_Be,7.2,,0_00,2015.11.15 00:20:55 ,2,26,False
5618e67e498e92e0c7d8b2bb,Palace,4,2015.10.10 ,,Outdoors & Recreation,53.816679,27.38712,тусоука на птиче🍸🚬🍸,0,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:55 ,0,4,False
51f5125e498e2c7bacada793,Village,44,2013.07.28 ,,Outdoors & Recreation,53.8242019675,27.3647052485,Строчица,3,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:55 ,0,30,False
52223f2111d2291c3ae159bc,Restaurant,50,2013.08.31 ,,Food,53.8122403531,27.3953464342,Усадьба Golg,4,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:55 ,0,46,False
5235a72f11d2607f8a418e1a,Gas Station / Garage,31,2013.09.15 ,,Shop & Service,53.8174746739,27.4284868785,МАЗС № 59,2,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:55 ,0,27,False
4fe768bde4b0ec3d85943c36,Platform,148,2012.06.24 ,,Travel & Transport,53.7973304144,27.3996019363,о.п. «Птичь»,2,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:55 ,0,101,False
523040a211d2534b5acfc643,Capitol Building,67,2013.09.11 ,,Professional & Other Places,53.7960895922,27.3786970999,"ПТО ""Белтаможсервис-ТЛЦ""",1,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:55 ,1,41,False
51c07dfc498e9cf44af37f85,Lake,73,2013.06.18 ,,Outdoors & Recreation,53.8138219965,27.3925710581,Птичь. Водные Лыжи,9,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:56 ,0,44,False
53aeffe8498e8cd0832e381c,Road,3,2014.06.28 ,,Travel & Transport,53.8021339315,27.3894413332,Любимый участок дороги,1,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:56 ,0,1,False
55f25797498e7a4cc256c48f,Road,2,2015.09.11 ,,Travel & Transport,53.800167018,27.4013111372,на пути в школу,2,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:56 ,0,1,False
5200b43b498e7c47cb6fa11e,Farm,5,2013.08.06 ,,Outdoors & Recreation,53.8006411163,27.3847091611,"РУ ЭО СХП ""Восход""",1,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:56 ,0,3,False
50f14e2ce4b0c79b179ef190,Eastern European Restaurant,189,2013.01.12 ,,Food,53.829395839,27.3747873097,Беларуская карчма,53,-1,Minsk2_Be,8.4,,0_00,2015.11.15 00:20:56 ,10,178,False
54c4f16e498e17b212954c8a,Residential Building (Apartment / Condo),17,2015.01.25 ,,Residence,53.7942407301,27.4527077321,Kristina's house,0,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:56 ,0,5,False
539c9706498e1b0751e3526f,Gun Range,1,2014.06.14 ,,Outdoors & Recreation,53.7938104198,27.4537231686,Свое место ✌️,0,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:56 ,0,1,False
54869888498ebc92c5bb3372,Bank,1,2014.12.09 ,,Shop & Service,53.7954779404,27.3793265111,беларусбанк 600/151,0,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:57 ,0,1,False
55056ae0498e89d9f4d163bc,Residential Building (Apartment / Condo),0,2015.03.15 ,,Residence,53.8121032715,27.4096794128,Sergunya's house,0,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:57 ,0,0,False
50f9570ee4b064a80b728ede,Building,44,2013.01.18 ,,Professional & Other Places,53.8253574513,27.4341063095,Кэпитал логистик,3,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:57 ,0,11,False
4f478b12e4b024e50b09803b,Post Office,18,2012.02.24 ,,Professional & Other Places,53.8254442136,27.4483323097,Белпочта 223049,1,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:57 ,0,7,False
54d32fdf498e23e8c6ce08fe,Building,2,2015.02.05 ,,Professional & Other Places,53.8208351135,27.4358978271,Отделение Бел Почты 223049,0,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:57 ,0,2,False
518a5b9b498eada1467c75fe,Rest Area,7,2013.05.08 ,,Travel & Transport,53.7983537569,27.3819041591,Остановка Мотель,3,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:57 ,0,7,False
530aedc711d26d7ea8a275b9,Café,0,2014.02.24 ,,Food,53.8253822327,27.350976944,Имбирь,0,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:58 ,0,0,False
5003cac2e4b06407f7c08a00,Other Great Outdoors,72,2012.07.16 ,,Outdoors & Recreation,53.8031214771,27.3737223499,"ДОЛ ""Планета""",9,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:58 ,2,25,False
53f64b76498e83dc4ca8ab08,None,10,2014.08.21 ,,,53.8302306123,27.3739610702,Беларускі дзяржаўны музей народнай архітэктуры i побыту,0,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:58 ,0,10,False
55d98b27498e0154d20c0060,Housing Development,2,2015.08.23 ,,Residence,53.7966270447,27.4516143799,Вясёлка,0,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:58 ,0,1,False
534e5caf498e54eb948d4652,None,0,2014.04.16 ,,,53.813006077,27.4168163538,СООО,0,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:58 ,0,0,False
51dbd8b5498e54c9c5922970,Military Base,32,2013.07.09 ,,Professional & Other Places,53.7965160561,27.3777813525,"Минская региональная таможня ""Фаниполь""",0,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:58 ,0,25,False
4faa7483e4b0f8337ceb035a,Bus Stop,14,2012.05.09 ,,Travel & Transport,53.7931749005,27.4541071864,Ост. «Прилуки» (на Минск),2,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:58 ,0,12,False
55ddffec498e785f41e48e63,Residential Building (Apartment / Condo),1,2015.08.26 ,,Residence,53.8246261249,27.449544728,Хата Ульяны,0,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:59 ,0,1,False
55c71aa3498e07f0c19e39ae,Street,1,2015.08.09 ,,Travel & Transport,53.797861,27.35903,деревенский стадик,0,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:59 ,0,1,False
5198f70c498efa3cb3fb1f7c,Athletics & Sports,11,2013.05.19 ,,Outdoors & Recreation,53.7971599804,27.3941936772,Мотель заброс,0,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:59 ,0,8,False
51e0fd04498e270b20284b61,Other Great Outdoors,32,2013.07.13 ,,Outdoors & Recreation,53.7991089381,27.4065535085,"Рыболовная База ""Птичь""",3,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:59 ,1,30,False
554f9b37498efa064ed73bc6,River,0,2015.05.10 ,,Outdoors & Recreation,53.8125615909,27.3739385605,Пціч,0,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:59 ,0,0,False
50058b95e4b0dd7b6ff71a2d,Housing Development,39,2012.07.17 ,,Residence,53.8116891238,27.3738692165,Птичь-1,0,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:59 ,1,34,False
55d05174498e04ea207c4b7e,Residential Building (Apartment / Condo),1,2015.08.16 ,,Residence,53.8282582461,27.4529575026,"ул. Слободская, 135 (Дом брата)",0,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:20:59 ,0,1,False
55c9ed65498efb5583a793d8,Beach,3,2015.08.11 ,,Outdoors & Recreation,53.8146233183,27.3719777227,Пляж Красных Очечь,0,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:21:00 ,0,1,False
5082d3e9e4b0ec60c54c63d7,Campground,9,2012.10.20 ,,Outdoors & Recreation,53.802806,27.369196,Радуга,2,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:21:00 ,0,9,False
55e1b7bb498e2820e20f66a4,Beach,1,2015.08.29 ,,Outdoors & Recreation,53.8098875276,27.4065395487,Полоневичи,0,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:21:00 ,0,1,False
4f4c6a8ee4b0657aa42ad456,Medical Center,15,2012.02.28 ,,Professional & Other Places,53.8248236078,27.450928688,Щемыслицкая Амбулатория,0,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:21:00 ,1,6,False
53a2918b498e11c1732b7989,Event Space,7,2014.06.19 ,,Professional & Other Places,53.7931012233,27.452072837,НИИ Защиты растений,0,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:21:00 ,0,3,False
4ec61f1702d5888e9a3bf931,Car Dealership,30,2011.11.18 ,,Shop & Service,53.7952276986,27.3773184696,суперлак,8,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:21:00 ,1,14,False
535273f4498edadab3d2ca67,Athletics & Sports,4,2014.04.19 ,,Outdoors & Recreation,53.8139839172,27.3902854919,rixen,0,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:21:01 ,0,1,False
532454da498e4e68ab655257,Rest Area,0,2014.03.15 ,,Travel & Transport,53.8215827942,27.4043579102,"Усадьба ""Толяново""",0,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:21:01 ,0,0,False
52ff8a9811d208d8ffae7481,Historic Site,16,2014.02.15 ,,Arts & Entertainment,53.8275758093,27.4494007355,За Кольцом,3,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:21:01 ,0,13,False
51a42f77498e7f0ecceddd1f,Bus Line,3,2013.05.28 ,,Travel & Transport,53.8244293171,27.406488489,"Автобус ""Евроопт""",0,-1,Minsk2_Be,-1.0,,0_00,2015.11.15 00:21:01 ,0,3,False
4ec4de0182313b6730131a57,Town,1954,2011.11.17 ,,Outdoors & Recreation,53.8242156584,27.5299358368,Сеница,112,-1,Minsk2_Be,-1.0,,0_01,2015.11.15 00:21:22 ,10,855,False
54e9bd26498e6f9c46dc509b,Belarusian Restaurant,192,2015.02.22 ,,Food,53.8068917505,27.5284930512,"Эко-ресторан ""Раздолле""",18,-1,Minsk2_Be,7.6,,0_01,2015.11.15 00:21:22 ,6,75,False
51e8ff7f498e2ac87cfbf4cd,Grocery Store,510,2013.07.19 ,,Shop & Service,53.8221629023,27.5303105352,Белмаркет,16,-1,Minsk2_Be,6.0,,0_01,2015.11.15 00:21:23 ,7,173,False
51b74a5d498e2b1612440f37,School,148,2013.06.11 ,,Professional & Other Places,53.8236842124,27.5241789034,Сеницкая школа,3,-1,Minsk2_Be,-1.0,,0_01,2015.11.15 00:21:23 ,0,19,False
4f411c39e4b0daed4373dc3d,Light Rail Station,291,2012.02.19 ,,Travel & Transport,53.820368541,27.4597898423,ЖД переезд В Щемыслице,48,-1,Minsk2_Be,-1.0,,0_01,2015.11.15 00:21:23 ,2,63,False
4faa8f46e4b04f61e2d309e5,Platform,240,2012.05.09 ,,Travel & Transport,53.8164195788,27.4545811313,"о.п. ""Помыслище""",19,-1,Minsk2_Be,-1.0,,0_01,2015.11.15 00:21:23 ,1,105,False
563b357acd101b419a7d1296,College Classroom,1,2015.11.05 ,,College & University,53.8239784241,27.5258464813,Гео🐳📚🌍,0,-1,Minsk2_Be,-1.0,,0_01,2015.11.15 00:21:23 ,0,1,False
50cdb5a8e4b0ed436b5ec475,Housing Development,419,2012.12.16 ,,Residence,53.8228477401,27.5298285484,Зелёные горки,0,-1,Minsk2_Be,-1.0,,0_01,2015.11.15 00:21:24 ,1,67,False
55deedad498eb21f9bda5f58,Bus Stop,35,2015.08.27 ,,Travel & Transport,53.8257326397,27.5339439579,"Остановка ""Автоваз""",0,-1,Minsk2_Be,-1.0,,0_01,2015.11.15 00:21:24 ,0,21,False
524ebafc11d245742e41a363,Building,71,2013.10.04 ,,Professional & Other Places,53.8121102492,27.5286060724,ТЛЦ Белтаможсервис-2,5,-1,Minsk2_Be,-1.0,,0_01,2015.11.15 00:21:24 ,1,51,False
524bc14111d210a70c517639,Office,14,2013.10.02 ,,Professional & Other Places,53.8222507835,27.5269258485,"д.Сеница ,ул.Набережная 68а",2,-1,Minsk2_Be,-1.0,,0_01,2015.11.15 00:21:24 ,0,4,False
4f4fa438e4b0db329855d9ee,Other Great Outdoors,469,2012.03.01 ,,Outdoors & Recreation,53.8197401852,27.5264617363,Юбилейный,63,-1,Minsk2_Be,-1.0,,0_01,2015.11.15 00:21:24 ,1,106,False
5634eed0498e155da88c9b6a,Housing Development,1,2015.10.31 ,,Residence,53.820534,27.525059,papa's house,0,-1,Minsk2_Be,-1.0,,0_01,2015.11.15 00:21:25 ,0,1,False
4ff045a2e4b0621c85bb842e,Housing Development,384,2012.07.01 ,,Residence,53.8426812135,27.3964523114,Озерцо,0,-1,Minsk2_Be,-1.0,,0_10_00,2015.11.15 00:21:45 ,0,194,False
54c1f86f498e300def3d0477,Distribution Center,31,2015.01.23 ,,Professional & Other Places,53.8482023158,27.3712880007,ЮРКАС,10,-1,Minsk2_Be,-1.0,,0_10_00,2015.11.15 00:21:46 ,0,10,False
516d0cd4e4b0effddac37545,Storage Facility,29,2013.04.16 ,,Shop & Service,53.8391746769,27.3783137886,Сантехпром,3,-1,Minsk2_Be,-1.0,,0_10_00,2015.11.15 00:21:46 ,0,19,False
53332ae2498e621ef7dafb3e,Village,83,2014.03.26 ,,Outdoors & Recreation,53.839273295,27.3911818181,Озерцо,3,-1,Minsk2_Be,-1.0,,0_10_00,2015.11.15 00:21:46 ,0,61,False
4f64f501e4b06b3088d0dc49,Building,17,2012.03.17 ,,Professional & Other Places,53.8441881087,27.3627118797,новый двор,0,-1,Minsk2_Be,-1.0,,0_10_00,2015.11.15 00:21:46 ,1,13,False
5391ddd2498e94dc38767bff,Recreation Center,3,2014.06.06 ,,Outdoors & Recreation,53.8323669434,27.3476200104,Панский вал,3,-1,Minsk2_Be,-1.0,,0_10_00,2015.11.15 00:21:46 ,0,3,False
54d04071498e0bdbddd7fa15,Sports Club,23,2015.02.03 ,,Outdoors & Recreation,53.843664,27.393718,Школьный стадион,0,-1,Minsk2_Be,-1.0,,0_10_00,2015.11.15 00:21:46 ,0,7,False
533e72f3498e2fa31cd08bf6,Building,3,2014.04.04 ,,Professional & Other Places,53.8377456665,27.3755836487,"Центральная, 2а",0,-1,Minsk2_Be,-1.0,,0_10_00,2015.11.15 00:21:46 ,0,1,False
55eafd22498e3ae48ac198b5,Non-Profit,1,2015.09.05 ,,Professional & Other Places,53.8342344377,27.3742666504,Милицейская тачка )))0),0,-1,Minsk2_Be,-1.0,,0_10_00,2015.11.15 00:21:47 ,0,1,False
537abd77498eb0f688b75902,Warehouse,2,2014.05.20 ,,Professional & Other Places,53.848161,27.386513,склад Монлибон,0,-1,Minsk2_Be,-1.0,,0_10_00,2015.11.15 00:21:47 ,0,2,False
50d050b7e4b03723a0373b1a,Hardware Store,4,2012.12.18 ,,Shop & Service,53.8375663757,27.358789444,Склад Сквирел,0,-1,Minsk2_Be,-1.0,,0_10_00,2015.11.15 00:21:47 ,0,4,False
50531577e4b01f3aa474a2ac,Factory,3,2012.09.14 ,,Professional & Other Places,53.8373222351,27.3567657471,ООО Бессер-Бел,0,-1,Minsk2_Be,-1.0,,0_10_00,2015.11.15 00:21:47 ,0,2,False
539feaeb498ee5525b232d60,Medical Center,2,2014.06.17 ,,Professional & Other Places,53.8493035756,27.3944257235,Озерцовская амбулатория,0,-1,Minsk2_Be,-1.0,,0_10_00,2015.11.15 00:21:47 ,0,2,False
546599a1498ec5a2d8732d79,Warehouse,1,2014.11.14 ,,Professional & Other Places,53.8342857361,27.3470249176,Монтажников 19,0,-1,Minsk2_Be,-1.0,,0_10_00,2015.11.15 00:21:47 ,0,1,False
524e7c3611d2c0e0eb5c746d,Flower Shop,4,2013.10.04 ,,Shop & Service,53.8345490494,27.3736421903,VAN DER BLOEMEN,1,-1,Minsk2_Be,-1.0,,0_10_00,2015.11.15 00:21:48 ,1,3,False
4e9af23e6c2592b36cdc31ff,School,1203,2011.10.16 ,,Professional & Other Places,53.8483495348,27.4476456642,Гимназия № 61,25,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:08 ,1,113,False
51552e0ce4b033101fb5ad51,Street,755,2013.03.29 ,,Travel & Transport,53.8466005983,27.4493596967,Слободская улица,9,-1,Minsk2_Be,6.4,,0_10_01,2015.11.15 00:22:08 ,0,106,False
4fe2f9f2e4b0410e78cc1818,Bus Stop,299,2012.06.21 ,,Travel & Transport,53.8513652914,27.4525111914,Остановка «Детсад»,2,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:08 ,0,69,False
53e14cf0498e0d7ec143ee8d,Gas Station / Garage,682,2014.08.05 ,,Shop & Service,53.8457454402,27.4437246662,АЗС-24 Газпромнефть,56,-1,Minsk2_Be,8.4,,0_10_01,2015.11.15 00:22:08 ,7,600,True
563b1b07cd100faf0ca3a420,Distillery,18,2015.11.05 ,,Food,53.848193344,27.4465111848,Абрыгаловка,0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:09 ,0,4,False
539c0d1a498e9ff3737a75b1,Bus Stop,79,2014.06.14 ,,Travel & Transport,53.8464846403,27.4477435178,"Остановка ""Малиновка-7""",0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:09 ,0,12,False
55d87d06498ed916752ef1d7,Convenience Store,147,2015.08.22 ,,Shop & Service,53.8509483748,27.44814101,На 22,2,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:09 ,0,13,False
4f8bcf31e4b0e5ed7696bbeb,Middle School,168,2012.04.16 ,,Professional & Other Places,53.8493129003,27.4477316161,Средняя школа № 219,3,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:09 ,1,35,False
4c594ab4aeb7b7135b4873cd,Parking,914,2010.08.04 ,,Professional & Other Places,53.8466026382,27.4464440346,"ГСК ""Блок №20""",3,-1,Minsk2_Be,-1.0,auto;garage,0_10_01,2015.11.15 00:22:10 ,0,30,False
4f427617e4b029502b41fccb,Department Store,262,2012.02.20 ,,Shop & Service,53.8514470659,27.4526115875,Виталюр,3,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:10 ,1,107,False
562e5d39498ef6d3370ddbd8,Residential Building (Apartment / Condo),16,2015.10.26 ,,Residence,53.849363,27.449918,Liza's Maison👨‍👩‍👧,0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:10 ,0,1,False
563c8e1bcd10e4161a363b2a,Travel Lounge,7,2015.11.06 ,,Travel & Transport,53.8485095859,27.4473239167,Банька-Парилка,0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:10 ,0,5,False
5148aec7e4b085056a810968,Dog Run,250,2013.03.19 ,,Outdoors & Recreation,53.8516159099,27.4443801614,Овраг,12,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:10 ,1,85,False
5522b11f498eaf2288fefd45,Building,52,2015.04.06 ,,Professional & Other Places,53.8516161347,27.4483107874,проезд слободской 18,0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:11 ,0,7,False
5335cecb11d20a1cfd13855f,Village,87,2014.03.28 ,,Outdoors & Recreation,53.8464256666,27.4343761301,Озерцо,4,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:11 ,0,63,False
561b8bd5498ec981254ec82f,Strip Club,32,2015.10.12 ,,Nightlife Spot,53.8484364454,27.4471950716,Лобное место,0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:11 ,0,4,False
4fd5c8ebe4b054c59a52d3ed,Residential Building (Apartment / Condo),144,2012.06.11 ,,Residence,53.8485647271,27.4517548084,"Космонавтов, 36",0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:11 ,0,22,False
55ace2f5498ef4aa76769723,Trail,72,2015.07.20 ,,Outdoors & Recreation,53.8472820363,27.4541408839,Курящая Скамейка,0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:12 ,0,12,False
560bac41498e146916a307ff,Mattress Store,15,2015.09.30 ,,Shop & Service,53.8507990977,27.4219833116,Hilding Anders,0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:12 ,0,3,False
5183b1bd498ea2e37a98ce6e,Residential Building (Apartment / Condo),208,2013.05.03 ,,Residence,53.8461975503,27.451851368,"Слободская, 117",0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:12 ,2,44,False
4f84241ae4b08bbbe8aa8b65,Salon / Barbershop,191,2012.04.10 ,,Shop & Service,53.8474634369,27.4458646774,Салон «Надежда»,4,-1,Minsk2_Be,6.8,,0_10_01,2015.11.15 00:22:12 ,4,56,False
52e3759c498e215a7c646c10,Residential Building (Apartment / Condo),161,2014.01.25 ,,Residence,53.8490588616,27.4492554866,"Есенина, 31/3",0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:12 ,0,16,False
4fd9b3bee4b020c5147924b2,Office,398,2012.06.14 ,,Professional & Other Places,53.8473700038,27.4161326903,Озерцо логистик,20,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:12 ,1,113,False
52b56172498e491af3b8cf5a,Residential Building (Apartment / Condo),150,2013.12.21 ,,Residence,53.8426909082,27.4049608577,"Полесская, 3",0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:12 ,1,24,False
524489c711d25f6465db9c6c,Residential Building (Apartment / Condo),130,2013.09.26 ,,Residence,53.8514765979,27.4538503051,"Есенина, 36",0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:13 ,0,46,False
5634e185498e53f51b14cc44,Distillery,2,2015.10.31 ,,Food,53.8492889404,27.4496421814,Milena's House.,0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:13 ,0,2,False
4e0ddf5c52b1b27c1b80e280,Gas Station / Garage,254,2011.07.01 ,,Shop & Service,53.8491090322,27.4362516403,АЗС-82 Белоруснефть,9,-1,Minsk2_Be,5.7,,0_10_01,2015.11.15 00:22:13 ,3,142,False
5510fca3498ecaad8b7af3fa,Car Dealership,29,2015.03.24 ,,Shop & Service,53.8515921145,27.4325346769,Автосалон Mitsubishi Рэд Моторс,3,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:13 ,0,18,False
51640109e4b048e836aeb93d,Residential Building (Apartment / Condo),235,2013.04.09 ,,Residence,53.8433998316,27.4062253917,Богатырево,0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:13 ,1,68,False
55549a50498ee703d3de639a,Car Wash,13,2015.05.14 ,,Shop & Service,53.8448261517,27.4050998127,Detailing-pro studio,5,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:13 ,0,4,False
5310dd4f498e023b22b3e796,Residential Building (Apartment / Condo),45,2014.02.28 ,,Residence,53.8505797263,27.444293549,"Слободской проезд, 10",0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:14 ,0,10,False
541ead93498ec391c3fd568c,Furniture / Home Store,92,2014.09.21 ,,Shop & Service,53.8508475562,27.423407597,ТЦ «Озерцо»,8,-1,Minsk2_Be,6.6,,0_10_01,2015.11.15 00:22:14 ,1,74,False
55d32537498e49129dfe0344,Smoke Shop,33,2015.08.18 ,,Shop & Service,53.8511783821,27.4482004369,У Жанки,0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:14 ,0,7,False
562e290f498ee29c21a7cb25,Residential Building (Apartment / Condo),1,2015.10.26 ,,Residence,53.849604,27.449868,хата лизки-подлизки 🐝,0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:14 ,0,1,False
55a65ae9498ebfece6e457b2,Residential Building (Apartment / Condo),10,2015.07.15 ,,Residence,53.8471758853,27.4481200424,У Карины,0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:14 ,0,3,False
561bef77498e26fd08563f71,Residential Building (Apartment / Condo),7,2015.10.12 ,,Residence,53.8467241721,27.4485535212,"Слободская, 107",0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:14 ,0,2,False
5516a3c3498edc65f5408f87,Residential Building (Apartment / Condo),16,2015.03.28 ,,Residence,53.8485445885,27.4505186422,"Космонавтов, 38",0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:14 ,0,9,False
5346c24411d2f31e2edd557f,Gym,48,2014.04.10 ,,Shop & Service,53.8488780302,27.4489827966,Спорт клуб M7,0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:15 ,0,10,False
56263f4f498e2e9a45767597,Residential Building (Apartment / Condo),3,2015.10.20 ,,Residence,53.8497125672,27.4483695489,Слободской проезд 24,0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:15 ,0,2,False
538f681b498e76017a17762f,Laboratory,32,2014.06.04 ,,Professional & Other Places,53.850945326,27.4541628749,Инвитро,0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:15 ,1,21,False
4e08cc63d1640223a4a50af7,Food & Drink Shop,188,2011.06.27 ,,Shop & Service,53.8472925445,27.4465835094,Прадвесне,0,-1,Minsk2_Be,5.5,,0_10_01,2015.11.15 00:22:15 ,6,61,False
5255585e498ee44ad433c77a,Residential Building (Apartment / Condo),203,2013.10.09 ,,Residence,53.8491892245,27.4542022365,"улица Космонавтов, 30",0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:15 ,1,23,False
5420369c498ea8146c398f4b,College Auditorium,35,2014.09.22 ,,College & University,53.8484701899,27.444989988,репет по английскому,0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:15 ,0,3,False
562fcb9d498e5a31b0bb75ca,Food & Drink Shop,3,2015.10.27 ,,Shop & Service,53.8499841446,27.4490911757,Магазин В Жэсе,0,-1,Minsk2_Be,-1.0,,0_10_01,2015.11.15 00:22:15 ,0,1,False
50927a88e4b008cf906e4886,Building,19,2012.11.01 ,,Professional & Other Places,53.8596572876,27.3996181488,Плитка Сквирелл склад,2,-1,Minsk2_Be,-1.0,,0_10_10,2015.11.15 00:22:36 ,0,16,False
