zip,total,sub10k,10-15,15-20,20-25,25-30,30-35,35-40,40-45,45-50,50-60,60-75,75-100,100-125,125-150,150-200,above200
13080,1453,35,68,112,54,35,34,66,70,80,143,130,261,153,118,73,21
13081,452,17,23,41,7,15,23,44,18,38,38,36,65,33,19,18,17
13082,1858,103,82,39,38,114,70,140,127,129,137,235,302,179,82,25,56
13083,650,67,20,50,42,46,36,29,43,20,54,49,73,51,43,16,11
13084,1784,48,105,143,25,149,77,20,71,44,99,323,214,296,28,108,34
13087,85,2,0,0,0,0,3,0,0,9,3,0,7,19,40,2,0
13088,10144,603,450,458,612,475,558,672,625,379,1021,1268,1404,715,464,305,135
13090,11991,458,418,443,386,480,480,477,516,470,986,1269,2507,1211,847,682,361
13092,1001,23,33,30,22,58,69,30,28,57,105,146,248,100,31,15,6
13101,942,45,43,16,81,51,40,25,40,31,87,140,193,58,67,16,9
13102,19,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0
13103,201,26,80,0,0,30,12,0,7,0,0,10,6,30,0,0,0
13104,5901,245,111,134,190,144,244,136,188,139,270,536,575,637,617,799,936
13108,2480,77,50,64,53,184,76,65,81,167,189,234,349,434,145,195,117
13110,939,15,30,42,15,74,28,44,44,59,64,98,174,139,43,27,43
13111,583,25,12,81,29,19,18,32,27,62,69,55,58,69,14,10,3
13112,794,0,14,28,15,68,55,45,50,15,41,93,138,119,26,79,8
13113,85,0,0,0,2,4,22,0,0,3,5,25,7,14,1,2,0
13114,2505,159,183,96,87,142,154,163,99,110,242,226,327,203,190,109,15
13115,68,10,13,0,18,0,0,2,3,0,3,2,13,4,0,0,0
13116,1467,39,50,78,37,73,42,29,121,97,156,177,185,205,42,115,21
13117,69,4,0,0,2,0,12,11,7,0,2,19,2,8,0,2,0
13118,2134,72,73,116,137,117,92,63,96,125,298,297,302,172,101,54,19
13120,771,30,25,30,17,79,59,23,69,10,93,110,134,59,18,9,6
13122,375,26,20,0,14,17,33,27,26,29,28,28,74,22,0,24,7
13123,63,0,0,0,0,13,0,0,0,0,0,14,15,0,21,0,0
13124,52,3,7,0,3,2,3,1,7,8,2,5,6,2,2,0,1
13126,13718,1387,754,727,805,532,843,555,682,609,1098,1327,1883,1040,547,653,276
13131,1302,87,51,65,90,72,81,35,88,59,167,137,145,137,46,26,16
13132,1390,78,15,96,50,71,38,38,132,86,150,63,203,209,77,56,28
13134,25,0,6,0,0,0,0,8,8,0,0,3,0,0,0,0,0
13135,2558,201,144,92,114,161,175,72,165,71,219,311,315,279,118,85,36
13136,183,8,10,14,11,22,7,10,8,1,26,41,16,5,0,2,2
13138,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
13140,1704,56,92,34,128,156,155,92,128,73,200,193,196,104,64,24,9
13141,206,0,24,9,2,12,25,4,22,20,7,15,11,37,14,2,2
13142,2446,166,140,229,117,182,135,130,89,128,188,281,203,214,124,71,49
13143,1045,35,34,85,74,88,72,95,47,46,139,90,146,41,42,7,4
13144,580,42,15,21,12,36,40,64,102,9,69,51,64,15,15,15,10
13145,737,62,36,66,20,30,30,66,61,51,21,50,121,82,27,6,8
13146,807,85,25,37,23,72,72,55,41,63,70,104,81,42,17,6,14
13147,455,12,14,12,24,8,32,19,14,23,20,52,86,53,54,19,13
13148,4607,444,324,364,302,150,241,187,183,199,387,387,575,472,183,127,82
13152,3415,86,60,180,81,117,143,158,66,111,198,314,457,356,185,404,499
13153,79,11,0,11,0,10,0,0,0,0,0,9,17,11,0,10,0
13155,266,14,15,20,30,19,22,6,13,22,17,18,41,16,11,2,0
13156,942,79,32,37,106,16,59,30,47,15,109,222,53,86,18,17,16
13157,344,14,15,40,39,39,5,28,18,28,30,33,36,19,0,0,0
13158,588,11,33,51,17,33,37,51,38,15,53,58,89,65,23,14,0
13159,2121,64,67,68,86,81,114,97,74,72,166,272,289,218,156,155,142
13160,780,47,45,42,5,37,16,44,22,38,48,71,188,105,33,32,7
13162,223,0,0,0,37,19,0,0,0,0,0,0,115,18,0,14,20
13163,136,3,8,9,7,5,0,5,0,8,20,31,14,12,10,2,2
13164,894,41,34,9,15,20,33,70,24,37,80,96,187,43,103,86,16
13165,4282,144,301,322,310,240,181,234,256,208,335,475,764,260,137,93,22
13166,2286,66,64,126,185,104,140,120,113,114,267,243,348,202,99,67,28
13167,1099,36,67,76,91,32,80,106,9,31,106,110,129,160,36,25,5
13202,2278,765,452,126,113,85,60,62,41,53,121,191,85,37,12,31,44
13203,6949,1223,801,540,632,389,381,448,293,273,549,344,328,249,167,186,146
13204,8207,1651,882,752,481,612,427,402,403,293,599,612,510,337,133,60,53
13205,7212,1108,690,601,545,489,413,452,297,210,566,714,567,306,90,80,84
13206,7663,823,640,449,632,429,559,375,410,434,562,835,800,399,106,120,90
13207,5270,636,250,342,391,352,365,153,231,239,458,481,552,282,304,159,75
13208,8685,1240,723,677,719,821,671,535,337,266,566,753,652,450,121,132,22
13209,5618,301,258,264,362,373,357,366,312,239,457,753,713,415,225,158,65
13210,7699,1967,701,577,552,450,301,338,368,162,295,483,584,381,172,183,185
13211,2646,152,217,227,215,144,85,129,174,166,265,353,276,167,55,10,11
13212,8794,310,393,568,460,336,524,481,479,531,648,1235,1289,807,398,170,165
13214,3007,195,126,126,57,166,47,121,73,109,260,410,445,312,227,142,191
13215,5607,200,94,148,123,290,163,182,221,152,337,694,736,670,611,578,408
13219,6352,116,277,296,415,224,312,274,319,362,736,785,774,670,389,220,183
13224,3599,437,127,140,163,129,169,290,129,121,299,305,407,243,302,149,189
13290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13301,34,0,0,9,0,0,0,0,0,0,0,16,9,0,0,0,0
13302,573,29,41,48,65,35,48,33,8,14,53,51,80,35,10,23,0
13303,468,13,24,5,23,26,27,13,19,23,32,45,91,73,34,20,0
13304,700,62,0,43,22,24,32,3,27,12,56,48,123,67,70,68,43
13305,99,10,0,0,0,0,0,4,0,17,0,16,24,0,16,12,0
13308,1402,102,131,66,117,110,104,65,88,41,80,211,138,55,88,6,0
13309,2333,127,132,152,157,172,100,107,127,59,282,279,240,182,67,72,78
13310,197,0,0,0,38,15,0,0,0,51,8,21,41,23,0,0,0
13312,176,2,0,11,25,14,9,21,19,6,8,15,20,11,4,6,5
13313,193,12,3,26,28,8,16,10,15,7,8,35,16,5,4,0,0
13314,210,9,0,3,13,3,40,11,34,11,28,20,21,3,4,3,7
13315,540,31,19,23,10,42,51,19,23,14,48,70,84,77,16,10,3
13316,2639,101,145,156,196,122,259,132,165,158,262,235,372,175,108,26,27
13317,1350,103,47,38,113,109,63,32,67,107,121,157,217,71,54,11,40
13318,492,66,14,24,21,18,26,24,40,35,18,69,52,44,13,18,10
13319,392,16,25,0,35,16,30,31,42,48,18,58,0,34,0,19,20
13320,909,23,69,50,87,50,50,34,64,18,97,135,96,67,45,14,10
13321,541,12,49,0,42,27,22,80,13,0,183,60,28,25,0,0,0
13322,423,26,32,13,12,34,20,25,41,23,45,72,52,19,5,4,0
13323,3950,149,157,169,132,146,157,217,195,248,315,400,589,307,299,238,232
13324,938,85,57,61,63,74,105,70,40,48,86,76,81,34,18,21,19
13325,395,12,19,28,22,24,18,38,17,18,35,61,39,12,22,4,26
13326,2357,103,104,121,150,107,162,82,72,96,176,332,320,210,82,98,142
13327,781,33,62,50,78,26,53,35,71,46,56,74,94,73,17,13,0
13328,525,42,0,27,22,39,4,11,18,35,45,54,100,22,39,62,5
13329,1513,96,79,174,86,118,75,118,73,58,132,172,179,109,19,20,5
13331,96,0,0,4,0,20,0,0,16,0,0,7,16,17,0,0,16
13332,960,50,90,67,42,44,58,73,87,37,98,94,115,40,29,21,15
13333,28,0,11,0,0,0,0,0,4,0,3,10,0,0,0,0,0
13334,533,9,2,13,31,63,3,19,30,65,42,47,48,98,15,10,38
13335,624,25,22,50,28,25,34,26,39,9,96,88,63,47,46,14,12
13337,299,0,10,0,31,47,20,14,0,13,13,9,62,9,0,27,44
13338,476,17,45,44,32,22,26,21,3,34,69,58,49,38,3,15,0
13339,2626,292,140,264,198,154,107,110,151,104,203,262,289,92,133,84,43
13340,3144,126,279,224,184,219,202,131,186,85,276,428,387,203,134,25,55
13341,68,0,0,7,6,0,0,14,8,0,0,7,8,18,0,0,0
13342,76,3,4,0,0,3,0,0,0,4,20,7,27,5,3,0,0
13343,712,36,35,38,30,37,46,53,52,37,60,76,53,65,33,28,33
13345,122,0,24,3,10,10,31,4,8,3,0,0,14,3,8,0,4
13346,1696,86,44,100,62,81,74,58,136,19,104,166,234,167,150,120,95
13348,514,64,17,0,30,18,30,42,25,7,49,43,77,71,4,30,7
13350,4285,480,353,291,307,322,194,222,152,254,503,392,435,184,109,48,39
13352,85,22,0,0,0,0,0,0,22,9,0,32,0,0,0,0,0
13353,14,2,0,0,0,2,3,0,2,4,0,1,0,0,0,0,0
13354,1173,13,26,22,28,36,69,65,89,19,92,214,204,121,82,71,22
13355,280,28,27,34,0,10,44,32,28,17,0,13,29,15,3,0,0
13357,4850,301,457,188,229,357,270,430,258,253,380,675,542,190,183,91,46
13360,183,18,8,9,3,20,13,10,17,0,13,7,14,28,11,8,4
13361,347,19,19,5,21,17,25,15,26,11,57,32,44,28,26,0,2
13362,77,0,0,18,0,0,0,9,0,0,5,4,4,27,10,0,0
13363,849,5,43,37,17,68,100,65,30,0,73,81,101,82,79,32,36
13364,61,0,12,0,0,0,21,0,5,0,18,0,0,0,5,0,0
13365,3753,237,395,243,260,164,186,255,197,169,262,365,564,205,125,100,26
13367,3438,369,112,158,242,195,145,175,223,183,210,383,497,281,102,96,67
13368,521,25,49,22,28,33,47,36,23,40,35,36,74,40,12,10,11
13402,638,37,68,6,125,2,53,19,27,101,50,58,65,18,6,1,2
13403,1661,0,43,62,75,37,93,107,52,58,127,150,371,325,52,47,62
13404,96,15,10,7,0,6,3,3,6,5,6,7,24,4,0,0,0
13406,275,7,12,18,21,4,11,22,18,16,23,24,47,24,13,13,2
13407,2180,143,176,126,130,120,112,97,101,153,164,228,309,167,68,39,47
13408,885,51,115,53,26,36,87,61,48,31,155,64,66,39,21,7,25
13409,910,50,56,28,42,55,31,53,25,50,97,121,156,100,15,9,22
13410,109,12,2,10,15,0,8,0,14,8,9,2,14,12,3,0,0
13411,1367,99,115,115,91,85,48,99,126,84,96,138,131,74,29,37,0
13413,6694,255,215,307,221,386,290,280,258,247,490,930,847,660,415,396,497
13415,22,0,3,6,0,0,4,0,0,0,0,0,7,0,2,0,0
13416,890,42,51,43,56,35,96,34,36,11,42,128,148,104,24,24,16
13417,1476,216,183,147,127,89,96,133,43,46,103,93,116,41,0,43,0
13418,69,3,0,5,5,6,3,6,6,8,0,0,9,6,4,8,0
13420,619,16,31,50,30,29,43,43,0,0,66,74,97,26,36,33,45
13421,5318,533,226,470,210,314,229,245,258,291,552,491,617,353,195,225,109
13424,867,36,27,48,49,23,35,47,57,28,74,107,132,107,39,42,16
13425,943,32,52,28,72,87,85,67,62,25,93,90,116,63,34,9,28
13428,611,26,59,36,63,16,22,23,24,58,39,58,95,29,15,36,12
13431,744,69,29,29,24,51,46,26,16,19,90,86,75,94,54,28,8
13433,748,109,52,37,35,36,43,47,50,38,51,114,92,32,10,2,0
13435,89,3,2,8,2,4,6,10,6,10,10,8,8,6,6,0,0
13436,33,0,0,3,0,2,4,2,0,1,0,5,9,3,4,0,0
13437,190,19,27,10,7,13,10,8,6,11,20,10,27,14,4,2,2
13438,1569,124,67,119,48,63,92,85,74,86,117,247,164,121,59,78,25
13439,1557,111,74,106,114,77,92,87,72,105,119,237,229,77,15,22,20
13440,16917,1144,958,1004,849,943,952,805,916,680,1419,2020,2045,1472,659,699,352
13441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13450,53,0,5,0,13,5,0,0,0,2,7,5,16,0,0,0,0
13452,1729,183,93,124,102,125,123,122,123,55,127,183,199,71,39,55,5
13454,281,23,31,16,33,7,23,20,14,33,18,13,29,15,4,2,0
13456,1638,87,55,56,63,30,92,49,142,88,106,162,270,134,96,135,73
13459,822,40,99,73,37,37,6,52,46,83,63,75,97,51,20,33,10
13460,1677,58,154,116,130,106,89,119,92,107,132,217,200,74,54,27,2
13461,1342,42,110,71,101,62,64,48,72,38,85,104,251,117,61,79,37
13464,433,29,15,11,40,15,36,20,24,11,70,79,37,14,10,18,4
13468,152,3,3,10,12,7,13,11,9,11,10,7,20,11,15,6,4
13469,389,0,0,10,60,8,0,13,0,10,30,55,49,53,47,46,8
13470,307,35,18,8,29,22,9,15,33,14,26,22,47,25,2,0,2
13471,1239,85,63,61,67,68,101,117,42,44,56,228,186,97,4,20,0
13472,116,0,0,0,16,0,0,15,0,0,14,15,17,39,0,0,0
13473,256,6,17,11,12,15,30,7,19,0,24,34,40,30,11,0,0
13475,22,4,0,7,0,0,0,0,0,0,0,7,0,2,2,0,0
13476,1219,59,66,102,68,47,49,16,153,69,78,124,181,66,44,53,44
13477,617,35,0,13,16,76,43,26,25,65,25,116,47,65,0,53,12
13478,1088,0,56,33,46,15,25,112,23,45,135,134,263,90,47,64,0
13480,1347,115,61,103,91,57,53,57,72,64,123,153,144,144,53,50,7
13483,91,0,7,15,11,0,14,4,15,4,3,0,5,0,0,13,0
13484,30,0,0,0,0,0,0,0,12,0,0,18,0,0,0,0,0
13485,410,21,27,11,32,38,61,13,32,17,31,29,48,26,5,19,0
13486,262,17,0,22,6,25,9,18,18,11,24,14,67,7,10,11,3
13488,33,2,0,0,0,0,0,4,0,0,6,19,0,0,2,0,0
13489,224,8,17,16,13,15,14,10,13,5,18,23,20,16,18,18,0
13490,574,0,0,0,67,13,0,27,15,29,70,78,96,36,29,100,14
13491,1414,73,110,66,30,93,55,105,52,81,96,213,203,121,67,30,19
13492,4881,250,217,155,254,223,206,96,257,171,527,475,634,584,251,412,169
13493,719,34,38,38,42,34,41,29,66,34,117,76,88,57,14,11,0
13494,160,25,7,4,4,20,0,3,22,12,26,9,0,3,0,17,8
13495,909,29,42,54,46,54,67,61,32,39,127,121,148,47,17,14,11
13501,14400,2220,1509,1167,1101,896,881,774,604,461,1230,962,1125,641,347,230,252
13502,13043,1220,1100,971,1217,859,829,524,528,658,951,1317,1281,755,515,234,84
13601,15825,1375,1259,991,834,950,729,838,888,762,1553,2026,1543,867,511,387,312
13602,146,0,0,0,0,0,14,63,7,0,21,7,34,0,0,0,0
13603,3620,313,86,145,200,289,294,272,426,385,360,226,310,200,44,30,40
13605,1920,119,166,54,152,121,101,119,108,103,152,183,231,160,65,54,32
13606,1154,78,19,33,74,105,101,0,14,27,60,250,224,103,25,8,33
13607,802,83,45,36,60,71,54,41,52,30,45,99,48,58,39,28,13
13608,559,22,33,28,22,19,23,41,24,26,78,71,105,46,14,0,7
13612,1057,39,37,19,32,132,25,81,11,68,78,208,170,58,49,30,20
13613,928,127,53,31,90,86,55,26,54,24,64,101,110,66,13,21,7
13614,143,7,0,0,33,4,23,4,4,5,7,7,17,25,0,0,7
13615,439,9,46,25,29,23,29,10,16,11,30,73,50,32,42,11,3
13616,887,10,0,29,101,22,151,87,61,12,158,181,64,4,5,0,2
13617,3523,194,291,130,69,111,307,295,231,166,293,294,519,277,125,126,95
13618,846,43,63,29,32,33,19,23,70,58,76,107,103,57,45,62,26
13619,4064,202,247,155,280,228,208,159,232,196,433,479,671,309,149,43,73
13620,792,26,32,45,24,87,47,61,68,34,77,54,113,99,11,7,7
13621,245,49,21,37,2,17,0,3,23,4,34,10,38,5,0,0,2
13622,1051,25,109,60,47,77,20,32,78,58,147,93,143,85,25,28,24
13623,19,0,0,0,0,3,0,0,0,0,0,6,6,4,0,0,0
13624,1918,76,120,69,89,114,63,41,146,113,192,151,288,168,145,111,32
13625,828,49,67,38,55,65,43,41,62,31,88,82,82,69,35,16,5
13626,846,44,34,26,40,51,36,61,25,55,87,120,93,112,17,39,6
13628,86,6,5,6,8,2,1,13,3,0,5,7,17,8,2,3,0
13630,454,33,29,51,16,7,22,34,5,9,45,79,41,38,18,27,0
13633,110,7,2,9,2,0,10,0,7,5,10,23,26,6,3,0,0
13634,1685,54,55,94,93,111,57,116,137,63,126,231,258,167,59,47,17
13635,362,48,17,31,40,32,40,7,22,29,19,21,21,15,3,16,1
13636,111,8,3,0,12,11,4,1,1,2,9,25,16,8,8,3,0
13637,1665,151,71,75,75,78,87,72,76,74,134,233,232,165,24,43,75
13638,122,23,0,5,40,0,0,18,7,5,15,5,4,0,0,0,0
13639,71,0,0,6,4,19,8,2,2,6,7,5,12,0,0,0,0
13640,146,7,0,23,0,7,0,0,28,4,3,20,18,0,17,5,14
13641,33,0,0,0,17,0,0,5,0,0,0,6,5,0,0,0,0
13642,3460,290,256,219,290,229,211,175,222,96,344,269,452,185,87,98,37
13643,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
13646,1051,119,102,69,31,52,56,89,37,69,101,111,100,41,27,25,22
13647,30,0,0,0,0,0,4,0,0,0,0,0,21,5,0,0,0
13648,815,63,53,67,34,63,46,38,41,50,60,99,98,58,17,27,1
13650,582,19,27,51,66,13,29,32,24,45,23,60,53,58,14,17,51
13651,95,5,3,0,0,3,0,0,0,0,6,27,15,9,6,2,19
13652,711,27,47,36,69,42,52,74,22,28,39,114,91,40,17,13,0
13654,850,61,49,74,95,26,29,64,35,75,88,62,86,63,35,6,2
13655,1301,280,125,37,60,69,140,16,54,46,140,79,141,4,30,80,0
13656,1074,49,38,50,94,97,64,3,118,38,89,73,215,49,36,58,3
13658,711,19,76,40,34,38,34,25,22,9,71,115,86,64,40,21,17
13659,215,25,7,15,18,8,14,6,11,12,12,22,35,13,6,11,0
13660,733,94,29,54,57,29,35,35,34,24,45,79,97,35,23,45,18
13661,609,18,41,77,15,21,33,41,15,34,63,67,65,87,10,11,11
13662,7405,766,505,557,343,638,413,334,458,354,802,675,771,393,152,135,109
13664,182,8,3,6,3,4,9,12,3,10,24,35,29,18,16,2,0
13665,389,56,49,10,25,20,47,0,24,3,0,63,4,59,4,0,25
13666,145,11,14,16,29,16,9,6,13,11,3,12,0,2,0,0,3
13667,1229,146,101,59,106,60,57,47,26,50,121,190,133,104,8,21,0
13668,1367,93,58,111,55,80,61,117,42,115,131,155,126,123,48,17,35
13669,6266,523,417,384,438,354,416,283,320,188,481,505,856,467,231,222,181
13670,187,15,12,17,25,9,12,7,7,2,17,25,11,16,9,0,3
13672,338,6,41,24,48,40,21,40,5,10,26,14,35,13,0,15,0
13673,860,54,52,62,32,77,59,34,36,44,82,119,105,59,12,17,16
13674,58,0,0,0,0,27,0,0,4,0,0,27,0,0,0,0,0
13675,27,0,0,0,0,0,0,0,0,0,0,7,20,0,0,0,0
13676,5166,580,324,402,396,136,248,190,214,148,433,565,675,315,118,185,237
13677,63,0,0,0,0,12,0,0,0,0,0,51,0,0,0,0,0
13678,84,28,0,27,0,0,8,0,0,0,0,21,0,0,0,0,0
13679,674,58,37,32,33,31,0,67,22,77,48,91,78,45,26,12,17
13680,459,34,36,38,12,59,40,10,14,1,51,22,31,51,25,17,18
13681,297,17,27,2,18,23,20,27,8,24,40,24,38,0,6,20,3
13682,310,13,6,12,3,18,10,17,18,6,19,37,53,38,43,7,10
13684,463,19,23,17,29,40,30,43,24,32,48,53,74,13,15,0,3
13685,1043,10,73,34,21,74,29,56,14,113,97,116,137,170,54,35,10
13687,239,3,27,11,23,0,10,31,36,3,23,20,38,11,0,3,0
13690,325,28,36,11,22,38,12,11,27,16,45,10,37,8,12,9,3
13691,1157,71,48,35,62,79,71,54,30,61,121,143,155,105,39,59,24
13692,48,0,0,0,0,0,0,0,0,0,16,0,32,0,0,0,0
13693,224,21,5,10,0,9,19,4,23,4,39,14,37,22,0,13,4
13694,638,21,25,25,24,20,53,18,19,18,65,94,90,43,74,38,11
13695,39,0,3,0,3,0,0,0,8,0,0,13,0,12,0,0,0
13696,49,0,0,0,0,0,36,0,0,0,0,0,0,13,0,0,0
13697,858,53,44,149,89,29,49,12,51,53,46,31,118,49,47,13,25
13730,1214,79,87,58,115,108,90,53,134,30,66,132,127,96,20,6,13
13731,473,20,23,23,41,38,28,15,39,21,39,50,53,22,19,32,10
13732,2985,99,84,28,113,116,86,94,115,164,180,344,601,336,276,223,126
13733,2192,114,68,204,190,108,107,93,89,153,251,267,207,207,42,39,53
13734,902,24,16,37,95,17,59,52,56,24,104,59,35,168,9,91,56
13736,853,46,46,49,54,41,44,39,28,27,76,130,146,29,73,25,0
13739,366,12,7,18,57,7,9,21,33,20,33,36,34,20,35,18,6
13740,194,20,6,4,7,11,39,0,15,6,3,18,26,6,22,2,9
13743,1422,69,108,112,88,42,45,37,34,65,188,184,165,132,37,92,24
13744,548,27,22,17,0,46,29,52,19,11,43,84,107,45,36,0,10
13746,888,30,72,79,77,55,33,68,41,32,42,132,103,59,14,32,19
13748,1404,65,29,40,124,101,24,77,159,88,66,178,246,120,32,18,37
13750,312,23,20,31,10,20,35,11,14,30,13,16,57,15,14,3,0
13751,59,0,0,0,9,0,7,17,0,0,0,10,16,0,0,0,0
13752,346,26,15,9,22,37,15,19,20,21,8,60,50,20,10,3,11
13753,1695,117,112,98,109,53,62,95,105,96,135,154,214,146,83,77,39
13754,1490,112,99,130,132,105,50,56,52,117,95,177,191,98,30,24,22
13755,565,105,27,51,53,5,49,20,43,5,25,26,89,64,3,0,0
13756,191,10,5,0,0,27,21,15,0,20,11,15,57,10,0,0,0
13757,474,39,11,23,19,36,6,19,10,16,79,55,34,71,15,19,22
13760,18995,1162,986,1149,1147,1135,1137,984,876,793,1539,1967,2421,1538,814,833,514
13774,77,0,0,0,0,0,32,0,0,0,6,24,15,0,0,0,0
13775,716,52,41,25,35,39,49,20,38,61,48,77,141,41,30,17,2
13776,232,16,36,17,14,9,7,5,18,1,17,21,35,15,10,4,7
13777,264,9,47,17,13,0,2,26,11,11,18,34,45,14,9,4,4
13778,2307,59,155,177,81,175,106,83,99,115,242,262,357,186,109,77,24
13780,453,30,35,15,6,34,16,27,51,31,25,43,88,39,0,13,0
13782,268,25,20,18,23,5,9,9,37,5,23,42,30,7,8,7,0
13783,984,109,93,111,48,68,77,48,32,29,70,117,68,68,22,21,3
13784,66,0,12,10,0,16,0,6,16,0,0,6,0,0,0,0,0
13786,220,10,10,3,3,6,20,6,10,17,46,10,52,21,3,3,0
13787,1198,122,23,98,80,55,92,72,69,64,116,84,182,26,97,18,0
13788,420,36,17,26,24,18,36,0,25,17,63,51,56,30,10,2,9
13790,7824,734,606,603,612,471,443,523,313,428,571,767,938,355,210,134,116
13794,29,0,0,4,0,0,7,10,0,0,0,0,4,4,0,0,0
13795,1475,39,13,85,59,155,125,101,87,64,151,187,113,87,155,22,32
13796,517,40,22,11,33,30,10,23,40,16,68,101,74,19,18,12,0
13797,770,50,29,34,27,23,76,66,34,56,79,85,124,49,8,16,14
13801,483,59,19,29,19,31,46,31,16,26,52,70,42,22,8,13,0
13802,257,0,0,0,10,13,3,30,3,0,49,94,0,14,4,22,15
13803,1480,47,78,113,80,54,86,50,68,138,121,182,199,114,69,47,34
13804,206,3,6,0,26,6,8,3,6,3,36,39,21,28,18,3,0
13806,98,3,0,5,0,0,32,5,0,2,0,23,5,13,0,10,0
13807,502,31,16,11,22,40,37,11,39,14,34,42,67,46,16,54,22
13808,669,19,45,27,50,28,59,36,22,46,95,68,60,62,45,0,7
13809,668,28,40,21,53,53,41,56,42,8,106,64,69,74,0,7,6
13810,530,39,3,64,31,80,42,40,32,10,47,29,72,15,5,19,2
13811,1826,71,101,98,162,139,84,91,75,81,169,192,237,79,54,53,140
13812,857,58,27,45,65,55,50,30,61,41,79,125,106,47,41,17,10
13813,317,87,9,9,36,0,11,0,17,20,50,12,38,0,12,11,5
13815,5398,577,532,238,340,381,311,203,264,263,318,580,632,397,167,100,95
13820,7694,726,703,553,521,516,316,386,296,260,627,761,793,515,253,211,257
13825,1455,56,93,81,110,107,28,92,96,51,197,210,59,179,57,25,14
13826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13827,4945,235,310,256,313,232,239,204,284,118,399,664,581,363,250,354,143
13830,1910,76,119,131,145,101,88,165,95,59,166,298,178,114,85,76,14
13832,237,41,10,14,18,12,28,13,15,8,16,13,25,18,2,0,4
13833,1747,47,32,132,103,73,128,101,139,94,187,242,134,195,78,18,44
13834,47,35,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
13835,576,19,65,63,29,38,36,33,11,26,41,52,34,93,7,15,14
13838,2086,158,103,112,143,327,137,80,108,135,180,193,181,171,38,20,0
13839,473,18,11,24,54,23,22,12,30,50,81,43,78,10,17,0,0
13841,257,67,7,10,34,0,5,6,10,6,14,23,52,11,10,2,0
13842,186,2,0,1,9,0,2,24,8,6,17,7,58,32,12,8,0
13843,795,71,48,42,51,9,66,45,88,15,64,81,124,45,44,0,2
13844,305,2,19,37,7,20,22,29,11,36,40,40,16,15,0,11,0
13845,60,0,18,42,0,0,0,0,0,0,0,0,0,0,0,0,0
13846,121,26,0,4,10,8,4,0,0,6,4,14,19,6,16,0,4
13847,11,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0
13849,1683,125,66,110,147,141,187,61,110,55,108,215,133,86,63,73,3
13850,8955,456,279,368,336,370,406,351,589,409,783,1160,971,796,608,532,541
13856,2851,150,388,243,294,170,127,150,151,150,200,222,261,291,35,0,19
13859,108,11,30,0,14,0,6,10,0,0,0,0,37,0,0,0,0
13860,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
13861,118,4,0,0,24,0,17,5,0,0,0,4,0,18,4,42,0
13862,1691,58,69,72,95,121,170,42,94,93,117,223,216,149,114,42,16
13863,252,19,2,3,12,19,32,13,22,4,17,16,38,44,6,5,0
13864,484,19,12,26,31,16,41,60,16,26,31,45,77,11,44,29,0
13865,2441,99,80,128,141,120,83,23,137,129,332,349,332,260,182,31,15
13901,8070,881,748,557,532,402,415,234,632,352,470,851,886,471,236,283,120
13902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13903,7927,753,593,678,551,424,413,363,310,368,734,495,842,561,276,283,283
13904,3821,305,254,228,316,227,240,215,197,162,307,417,465,192,107,79,110
13905,11105,1707,1068,913,583,648,564,477,502,517,859,859,990,608,248,364,198
14001,3911,190,161,249,160,153,238,258,162,182,387,359,508,383,187,251,83
14004,4042,171,159,86,192,148,62,241,253,167,417,559,701,476,190,182,38
14005,760,58,57,21,18,37,20,17,25,33,118,99,124,86,29,9,9
14006,4007,207,311,202,187,235,209,124,177,68,385,507,662,398,167,27,141
14008,472,13,20,15,10,45,62,17,19,44,7,57,55,31,60,0,17
14009,2412,176,116,190,171,156,145,113,118,148,211,258,323,124,85,57,21
14011,2525,58,78,93,119,115,139,132,73,121,247,379,464,314,81,74,38
14012,902,40,45,30,56,64,53,47,48,47,117,109,90,84,56,16,0
14013,736,71,42,49,44,12,26,56,34,36,113,74,77,60,10,28,4
14020,9700,750,593,633,553,645,490,585,661,478,669,1104,1100,622,351,301,165
14024,649,22,37,40,30,38,18,31,31,38,64,100,108,61,12,14,5
14025,1279,49,50,60,30,29,19,30,122,31,143,267,114,169,9,129,28
14026,338,41,0,9,11,8,0,6,41,0,11,28,81,29,17,27,29
14028,535,26,16,37,0,8,46,24,22,9,96,33,127,40,24,18,9
14030,623,14,27,24,15,31,19,37,20,21,72,81,89,98,66,9,0
14031,3757,68,215,104,116,225,167,296,70,265,262,311,440,339,289,286,304
14032,2710,106,42,22,19,131,77,56,86,68,139,260,348,294,352,442,268
14033,858,16,41,0,58,37,57,39,0,20,8,43,224,135,43,76,61
14034,822,69,28,57,42,38,20,34,11,52,65,120,135,87,26,9,29
14035,50,5,0,0,0,0,0,0,33,6,0,0,0,0,0,0,6
